Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2017,MA,2017-10-29,,4.28,,,,,1.1966666666666663,0.7843333333333332,,,,,,
2017,MA,2017-10-30,,9.268333333333333,,,,,2.8516666666666666,1.7606666666666666,,,,,,
2017,MA,2017-10-31,,10.7,,,,,,2.33,,,0.083,,,
2017,MA,2017-11-01,,,,,,,,,,,0.054,,,
2017,MA,2017-11-07,,,,,,,,,,,0.02,,,
2017,MA,2017-11-12,,,,,,,,,,,0.01575,,,
2017,MA,2017-11-14,,,,,,,,,,,0.01,,,
2017,MA,2017-11-15,,35.6,,,0.79,91.9,1.6,11.7,31.8,0.26,0.025,0.062,,
2017,MA,2017-11-16,,34.2,,,,,3.51,5.3100000000000005,,,0.1,,,
2017,MA,2017-11-20,,9.37,,,,,0.78,1.12,,,0.011,,,
2017,MA,2017-11-28,,15.3,,,,,,4.24,,,0.0225,,,
2017,MA,2017-12-04,,52.7,,,,,3.225,9.18,,,0.01,,,
2017,MA,2017-12-05,,38.583333333333336,,,,,3.345,6.938333333333333,,,0.03425,,,
2017,MA,2017-12-06,,19.15,,,,,2.705,3.3200000000000003,,,0.1,,,
2017,MA,2017-12-07,,27.875,,,,,3.165,5.35,,,0.0168333333333333,,,
2017,MA,2017-12-10,,26.0,,,,,1.62,5.66,,,,,,
2017,MA,2017-12-11,,12.2,,,,,1.09,1.29,,,0.013,,,
2017,MA,2017-12-19,,,,,,,,,,,0.0095,,,
2017,MA,2017-12-20,,17.0,0.22,,2.4,,,4.7,,1.7,0.02275,0.367,14.4,
2017,MA,2017-12-23,,53.26666666666667,,,,,8.248333333333333,21.021666666666665,,,,,,
2018,MA,2018-01-03,,14.3,,,,,1.17,1.49,,,,,,
2018,MA,2018-01-10,,,,,,,,,,,0.024,,,
2018,MA,2018-01-18,,,,,,,,,,,0.019,,,
2018,MA,2018-01-23,,13.6,,,,,2.16,2.555,,,0.0455,,,
2018,MA,2018-01-24,,25.0,,,0.72,55.3,1.17,7.21,24.4,0.3,0.077,0.094,,
2018,MA,2018-01-31,,,,,,,,,,,0.01,,,
2018,MA,2018-02-01,,15.0,,,,,,4.02,,,0.023,,,
2018,MA,2018-02-02,,28.6,,,,,2.69,5.17,,,,,,
2018,MA,2018-02-06,,13.4,,,,,0.83,1.31,,,,,,
2018,MA,2018-02-07,,67.3,,,,,6.1866666666666665,21.566666666666663,,,,,,
2018,MA,2018-02-08,,,,,,,,,,,0.0195714285714285,,,
2018,MA,2018-02-10,,24.8,,,,,2.46,4.3,,,,,,
2018,MA,2018-02-13,,,,,,,,,,,0.011,,,
2018,MA,2018-02-18,,44.75,,,,,4.505,9.94,,,,,,
2018,MA,2018-02-20,,,,,,,,,,,0.0124999999999999,,,
2018,MA,2018-02-26,,,,,,,,,,,0.018,,,
2018,MA,2018-03-01,,15.3,,,,,,3.78,,,0.0295,,,
2018,MA,2018-03-05,,,,,,,,,,,0.0241666666666666,,,
2018,MA,2018-03-12,,12.6,,,,,0.89,1.17,,,,,,
2018,MA,2018-03-14,,26.166666666666668,,,,,2.2533333333333334,4.793333333333333,,,0.008,,,
2018,MA,2018-03-15,,32.8,,,0.56,46.2,1.12,10.7,40.0,,0.0144999999999999,0.033,,
2018,MA,2018-03-19,,,,,,,,,,,0.008,,,
2018,MA,2018-03-21,,13.3,,,,,0.88,1.27,,,,,,
2018,MA,2018-03-22,,,,,,,,,,,0.0275,,,
2018,MA,2018-03-26,,,,,,,,,,,0.007,,,
2018,MA,2018-03-29,,17.2,0.166,,2.4,,,4.14,,1.5,0.024,0.339,10.4,
2018,MA,2018-04-02,,,,,,,,,,,0.0265,,,
2018,MA,2018-04-03,,41.28333333333333,,,,,3.4933333333333336,7.493333333333333,,,0.0376666666666666,,,
2018,MA,2018-04-05,,26.7,,,,,2.75,4.975,,,0.037,,,
2018,MA,2018-04-09,,,,,,,,,,,0.009,,,
2018,MA,2018-04-11,,26.125,,,,,2.515,4.765,,,0.0133333333333333,,,
2018,MA,2018-04-12,,22.1,,,,,1.9966666666666668,3.77,,,0.0113333333333333,,,
2018,MA,2018-04-13,,30.55,,,1.215,,11.1,4.075,,,,,,
2018,MA,2018-04-17,,,,,,,,,,,0.03,,,
2018,MA,2018-04-18,,19.566666666666663,,,,,3.4233333333333333,4.363333333333333,,,,,,
2018,MA,2018-04-19,,,,,,,,,,,0.037,,,
2018,MA,2018-04-23,,2.788,,,0.585,,0.74,0.5676,,,0.0095,,,
2018,MA,2018-04-24,,19.89428571428571,,,1.125,,4.088333333333334,3.8712857142857136,,,0.036,,,
2018,MA,2018-04-27,,6.003333333333334,,,1.05,,1.07,2.6666666666666665,,,,,,
2018,MA,2018-05-01,,,,,,,,,,,0.0875,,,
2018,MA,2018-05-03,,10.363333333333337,,,1.0366666666666666,,2.2583333333333333,3.483333333333333,,,0.04025,,,
2018,MA,2018-05-04,,24.58,,,1.224,,4.054,4.642,,,,,,
2018,MA,2018-05-07,,,,,,,,,,,0.035,,,
2018,MA,2018-05-08,,21.96666666666667,,,,,3.4266666666666663,4.633333333333334,,,,,,
2018,MA,2018-05-09,,10.86,,,0.7633333333333333,,2.543333333333333,1.758,,,,,,
2018,MA,2018-05-10,,20.55,,,1.55,,4.275,4.470000000000001,,,,,,
2018,MA,2018-05-11,,24.8,,,1.6,,4.995,5.625,,,,,,
2018,MA,2018-05-15,,15.534285714285714,,,0.615,,1.91,2.5747142857142857,,,0.1711666666666666,,,
2018,MA,2018-05-17,,,,,,,,,,,0.0405,,,
2018,MA,2018-05-21,,,,,,,,,,,0.012,,,
2018,MA,2018-05-23,,6.2,,,0.9233333333333332,,1.0599999999999998,2.6733333333333333,,,,,,
2018,MA,2018-05-24,,32.8,,,0.71,51.5,1.21,11.1,21.2,0.32,0.0325,0.058,,
2018,MA,2018-05-25,,32.1,,,2.1,,6.734999999999999,6.550000000000001,,,,,,
2018,MA,2018-05-29,,15.3,,,0.85,,3.59,5.58,,,0.0104999999999999,,,
2018,MA,2018-05-30,,11.735,,,1.5924999999999998,,1.9125,3.77,,,,,,
2018,MA,2018-05-31,,28.45,,,2.1,,4.056666666666667,5.475,,,0.068,,,
2018,MA,2018-06-04,,33.35,,,,,3.24,5.885,,,0.06775,,,
2018,MA,2018-06-07,,3.9425,,,0.515,,0.9875,0.774,,,,,,
2018,MA,2018-06-08,,15.56,,,1.466,,4.29,2.2446,,,,,,
2018,MA,2018-06-11,,30.6,,,1.95,,7.65,7.17,,,0.0065,,,
2018,MA,2018-06-12,,25.1,,,1.3,,4.0625,4.775,,,0.024,,,
2018,MA,2018-06-13,,32.15,,,2.5,,8.15,8.43,,,,,,
2018,MA,2018-06-14,,29.275,,,1.0,33.1,2.8875,7.6725,42.5,0.4,0.0258333333333333,0.033,,
2018,MA,2018-06-18,,37.2,,,,,3.3433333333333337,6.173333333333333,,,0.0349999999999999,,,
2018,MA,2018-06-19,,36.23333333333333,,,,,2.6766666666666663,6.669999999999999,,,0.0265,,,
2018,MA,2018-06-20,,70.1,,,,,3.815,12.7,,,0.0195,,,
2018,MA,2018-06-21,,32.333333333333336,,,0.8200000000000001,,4.323333333333333,5.66,,,,,,
2018,MA,2018-06-22,,6.656666666666666,,,0.6900000000000001,,0.9966666666666668,2.83,,,,,,
2018,MA,2018-06-26,,3.8475,,,0.51,,1.1125,0.76925,,,0.0185,,,
2018,MA,2018-06-27,,21.75,,,,,2.485,4.135,,,0.332,,,
2018,MA,2018-06-28,,12.405,,,,,2.24,2.135,,,0.22,,,
2018,MA,2018-06-29,,14.5,0.203,,3.6,,,4.97,,1.9,0.1154999999999999,1.09,12.7,
2018,MA,2018-07-02,,12.0525,,,0.6675,,1.99,4.225,,,0.007,,,
2018,MA,2018-07-03,,23.15,,,0.76,,3.96,6.925,,,,,,
2018,MA,2018-07-05,,34.36666666666667,,,2.2,39.3,6.126666666666668,10.016666666666666,36.5,0.38,0.0355,0.044,,
2018,MA,2018-07-06,,18.2,,,,,2.2,3.08,,,0.81,,,
2018,MA,2018-07-10,,,,,,,,,,,0.0055,,,
2018,MA,2018-07-12,,21.9,,,1.35,,4.883333333333334,4.29,,,,,,
2018,MA,2018-07-13,,27.9,,,2.2225,,6.7625,3.6075,,,,,,
2018,MA,2018-07-17,,16.575,,,0.5599999999999999,,1.87,4.2,,,0.0334,,,
2018,MA,2018-07-19,,3.9525,,,0.445,,1.1125,0.7935,,,,,,
2018,MA,2018-07-20,,20.78833333333333,,,0.7833333333333333,,2.825,5.336666666666666,,,,,,
2018,MA,2018-07-23,,8.95,,,,,1.08,0.998,,,,,,
2018,MA,2018-07-24,,,,,,,,,,,0.007,,,
2018,MA,2018-07-25,,19.2,,,,,,5.54,,,0.0834999999999999,,,
2018,MA,2018-07-27,,24.1,,,2.5,,5.36,3.83,,,,,,
2018,MA,2018-07-30,,31.9,,,2.39,,6.045999999999999,5.747999999999999,,,,,,
2018,MA,2018-07-31,,39.9,,,1.8,,14.1375,5.805,,,0.009,,,
2018,MA,2018-08-01,,83.15,,,,,38.815,4.28,,,,,,
2018,MA,2018-08-02,,,,,,,,,,,0.03675,,,
2018,MA,2018-08-06,,23.33333333333333,,,,,2.6,4.94,,,,,,
2018,MA,2018-08-07,,12.455,,,0.6933333333333334,,2.0275,4.3975,,,0.0105,,,
2018,MA,2018-08-08,,25.965,,,0.53,,2.685,3.81,,,,,,
2018,MA,2018-08-14,,,,,,,,,,,0.0489999999999999,,,
2018,MA,2018-08-16,,3.8,,,,,1.04,0.75775,,,,,,
2018,MA,2018-08-17,,6.48,,,,,1.0533333333333337,2.89,,,,,,
2018,MA,2018-08-20,0.2,51.15,,,31.6,107.46666666666664,1.66,5.84,18.8,0.955,0.0735,0.2045,9.05,
2018,MA,2018-08-21,0.19,22.76625,,,18.138571428571428,1186.86,1.97,2.845,15.94,0.3933333333333333,0.032,0.4968000000000001,11.55,
2018,MA,2018-08-22,0.35,39.38,,,16.042857142857144,4550.75,1.892,3.758,60.6,2.1333333333333333,0.1215,0.4498333333333333,10.366666666666667,
2018,MA,2018-08-23,0.21,25.425,,,7.071428571428571,565.1999999999999,2.7375,2.7025,64.8925,2.243333333333333,,0.2968571428571428,33.25,
2018,MA,2018-08-27,0.404,39.32857142857143,0.037,,4.909000000000001,4230.3,2.5385714285714287,4.681428571428572,23.365,4.566666666666666,,0.220125,12.5,
2018,MA,2018-08-28,0.2,40.35,,,14.1,7308.1,1.595,2.36,9.4,1.3,0.0055,0.2646666666666666,12.05,
2018,MA,2018-08-29,0.70375,18.0,0.056,,21.05,99.92,2.0575,3.8025,10.32,4.175000000000001,,0.3183333333333333,11.15,
2018,MA,2018-08-30,3.805,29.58,,,7.042857142857143,2396.275,1.855,4.678,7.4325,0.4233333333333333,0.0635,0.2916666666666667,5.32,
2018,MA,2018-09-04,0.32,20.3125,,,0.9,5186.166666666667,2.3625,3.1475,188.66666666666663,0.36,0.046,0.213,3.25,
2018,MA,2018-09-05,,38.5,,,2.25,,12.4,9.37,,,,,,
2018,MA,2018-09-06,11.85,33.1,,,14.44285714285714,7879.360000000001,4.601999999999999,4.702,31.97666666666667,4.17,,0.1234,8.125,
2018,MA,2018-09-07,0.485,49.3,,,1.3,1628.8333333333333,1.67,3.965,153.7,2.3600000000000003,,0.074,4.666666666666667,
2018,MA,2018-09-10,2.5975,36.41666666666666,,,5.111111111111111,6033.4,7.013333333333333,4.586666666666667,91.005,0.6675,,0.176,4.4,
2018,MA,2018-09-11,0.545,22.866666666666664,,,7.659999999999999,8170.32,2.1266666666666665,3.1333333333333333,93.96333333333332,0.25,0.0065,0.14975,5.35,
2018,MA,2018-09-12,,18.075,,,0.68,,0.515,0.6505000000000001,4.045,,,0.03,,
2018,MA,2018-09-13,0.3016666666666667,73.36666666666666,,,7.003333333333333,6570.35,3.64,6.873333333333332,38.56,10.6,0.0574999999999999,0.169,8.716666666666667,
2018,MA,2018-09-14,0.495,31.925,,,6.6,40.7,3.4625,4.9825,14.8,,,0.1405,,
2018,MA,2018-09-17,,25.508000000000003,,,1.12,,9.092,2.1332,,,,,,
2018,MA,2018-09-18,,,,,,,,,,,0.0075,,,
2018,MA,2018-09-20,,3.605,,,0.415,,1.07,0.70675,,,,,,
2018,MA,2018-09-21,,26.46666666666667,,,1.17,,4.033333333333333,4.413333333333333,,,,,,
2018,MA,2018-09-24,,11.8375,,,1.106666666666667,,2.19,3.7975,,,0.0085,,,
2018,MA,2018-09-25,,31.6,,0.52,0.79,102.0,1.47,10.2,28.6,0.37,0.039,0.092,,
2018,MA,2018-09-26,,8.72,0.173,1.1,3.8,,,2.46,,1.3,0.1615,1.06,8.2,
2018,MA,2018-10-01,6.08,22.364,,,4.166666666666667,1085.2,2.658,3.232,366.7,0.3399999999999999,,0.2943333333333333,5.925,
2018,MA,2018-10-02,1.54,31.775,,,15.575,92.88,4.2775,2.7075,41.065,18.4,0.0075,0.059,6.0,
2018,MA,2018-10-03,0.4416666666666666,20.505000000000003,,,51.21666666666667,112.98333333333332,2.1075,1.65525,10.235,4.375,,0.6263333333333333,9.8,
2018,MA,2018-10-04,6.35,27.8,,,4.025,71.4,3.508,3.576,4.685,1.37,,0.0943333333333333,7.0,
2018,MA,2018-10-05,0.1,14.70625,,,1.3577777777777778,3115.5,2.4435,2.96575,24.645000000000003,0.61,,0.2433333333333333,6.633333333333333,
2018,MA,2018-10-09,,27.28,,,1.575,,6.92,4.516,,,0.008,,,
2018,MA,2018-10-10,1.0333333333333332,25.902727272727272,0.04,,2.3185714285714285,174.0,3.402727272727273,3.277181818181818,11.3,4.7,0.0296666666666666,0.41525,10.275,
2018,MA,2018-10-11,23.6,23.9,,,1.73,943.0,1.4866666666666666,1.928,6.010000000000001,,0.023,0.338,5.0,
2018,MA,2018-10-12,7.199999999999999,24.6,,,70.55000000000001,15.9,3.98,3.09,0.21,0.81,,0.6795,17.05,
2018,MA,2018-10-15,4.85,96.9,,,0.6,459.5,8.06,3.44,82.0,0.51,,0.021,,
2018,MA,2018-10-16,3.65,19.9,,,0.945,50.3,3.81,2.16,0.61,0.38,0.011,0.12,2.0,
2018,MA,2018-10-17,1.825,18.24875,,,12.1875,40.5,2.515,3.655,0.21,0.92,0.024,0.52,13.1,
2018,MA,2018-10-18,2.05,37.225,,,5.6775,,4.375,4.3925,8.32,0.94,,0.0995,,
2018,MA,2018-10-19,1.125,31.35,,,9.495,39.4,4.93,2.395,0.235,0.89,,0.1145,2.1,
2018,MA,2018-10-22,,24.75,,,1.4500000000000002,,5.949999999999999,5.17,,,0.019,,,
2018,MA,2018-10-23,2.6333333333333333,32.975,0.243,,14.622,708.5666666666666,3.5275,8.192499999999999,395.35,0.51,0.0065,0.0883333333333333,3.3,
2018,MA,2018-10-24,17.3,14.5,0.053,,1.25,2615.525,1.8266666666666664,1.7466666666666668,51.15,,,0.3003333333333333,,
2018,MA,2018-10-25,1.55,12.1,,,37.900000000000006,1669.3333333333333,3.17,0.728,48.095,2.85,,2.6503333333333337,8.7,
2018,MA,2018-10-26,4.800000000000001,12.868,0.087,,6.653333333333333,,1.848,3.01,1.91,,,0.3925,,
2018,MA,2018-10-27,,22.366666666666664,,,,,3.333333333333333,4.116666666666667,,,0.1133333333333333,,,
2018,MA,2018-10-30,,,,,,,,,,,0.013,,,
2018,MA,2018-10-31,4.1975,11.9425,0.061,,77.16666666666667,482.8,1.7775,1.0545,22.75,1.715,,2.106666666666667,25.95,
2018,MA,2018-11-01,7.575,25.8,,,18.0,53.3,3.84,2.87,61.48,0.68,0.03,0.243,8.575,
2018,MA,2018-11-02,1.6466666666666665,21.275,0.046,,29.6,1263.2,4.41,2.045,15.0,3.3966666666666665,0.35,0.708,47.9,
2018,MA,2018-11-05,80.3,21.25,,,,,3.3825,3.9395,27.3,,,,,
2018,MA,2018-11-06,,,,,,,,,,,0.0255,,,
2018,MA,2018-11-07,42.875,23.3,,,7.2625,300.43333333333334,3.115,2.1025,30.28,0.21,,1.67625,20.1,
2018,MA,2018-11-08,4.2,10.745,0.0385,,53.93333333333334,15.85,1.62,1.6873333333333334,4.83,1.3333333333333333,,0.3216,18.916666666666668,
2018,MA,2018-11-09,,20.53333333333333,,,0.68,,2.359555555555556,3.5776666666666666,,,0.0835714285714285,,,
2018,MA,2018-11-13,7.775,63.2,,,4.35,28.75,6.955,4.055,13.305,3.345,0.0848333333333333,0.075,6.5,
2018,MA,2018-11-14,0.7066666666666667,16.0,0.046,,34.160000000000004,93.25,3.26,1.308,1.6900000000000002,1.145,,0.4628,4.633333333333334,
2018,MA,2018-11-15,,6.315,,,1.08,,1.145,1.9675,,,,,,
2018,MA,2018-11-16,0.3,29.90833333333333,0.112,,60.6,68.975,10.776666666666666,6.849166666666666,3.01,28.1,,0.5433333333333333,6.0,
2018,MA,2018-11-19,,,,,,,,,,,0.0115,,,
2018,MA,2018-11-23,,16.65,,,0.955,,4.07,2.9,,,,,,
2018,MA,2018-11-26,,33.1,,,0.58,54.3,1.18,10.8,23.8,0.36,0.0195,0.042,6.2,
2018,MA,2018-11-27,,,,,,,,,,,0.0108333333333333,,,
2018,MA,2018-11-28,2.8,19.5,0.039,,12.85,25.1,1.5,0.777,1.6,2.3,0.01525,0.113,10.3,
2018,MA,2018-11-29,12.55,16.98,,,1.05,66.8,2.86,2.802,75.9,,0.025,0.023,,
2018,MA,2018-11-30,,15.675,,,0.9633333333333334,,3.945,2.9675,,,,,,
2018,MA,2018-12-03,,,,,,,,,,,0.0115,,,
2018,MA,2018-12-04,,18.3,,,,,3.236666666666667,3.95,,,,,,
2018,MA,2018-12-06,,8.276666666666666,,,0.745,,1.8833333333333333,2.8616666666666664,,,,,,
2018,MA,2018-12-07,,18.35,,,0.94,,4.645,3.595,,,,,,
2018,MA,2018-12-10,,3.005,,,,,0.875,0.6295,,,,,,
2018,MA,2018-12-11,,1.83,,,0.5549999999999999,,0.5734999999999999,0.4165,,,0.005,,,
2018,MA,2018-12-12,,36.5,,,0.885,,15.36,3.245,,,,,,
2018,MA,2018-12-13,,23.6,,,0.59,,3.333333333333333,4.14,,,,,,
2018,MA,2018-12-14,,5.23,,,0.8250000000000001,,1.215,2.3200000000000003,,,,,,
2018,MA,2018-12-17,,,,,,,,,,,0.018,,,
2018,MA,2018-12-18,,12.9,,,,,0.85,1.15,,,0.0104999999999999,,,
2018,MA,2018-12-19,,8.395,,,0.69,,2.3600000000000003,3.515,,,,,,
2018,MA,2018-12-20,,18.785714285714285,0.214,,1.1857142857142855,,4.926666666666667,4.065714285714286,,1.3,0.0235,0.256,12.8,
2019,MA,2019-01-28,,6.44,,,,85.95,0.8233333333333333,1.0853333333333337,22.65,,0.0135,,,
2019,MA,2019-01-29,,8.695714285714287,,,0.915,174.075,2.021666666666667,2.013428571428572,36.05,,0.0153,,,
2019,MA,2019-01-30,,17.1075,,,,197.5,1.775,3.1525,39.5,,0.0121666666666666,,,
2019,MA,2019-01-31,,44.8,,,,,3.74,8.85,,,0.017,,,
2019,MA,2019-02-01,,1.48,,,0.47,,0.456,0.356,,,,,,
2019,MA,2019-02-04,,27.095,,,0.8099999999999999,,16.95,26.10833333333333,,,0.0135,,,
2019,MA,2019-02-05,,19.05,,,0.8375,,4.6375,4.2125,,,0.008,,,
2019,MA,2019-02-06,,49.07142857142857,,,,,35.76714285714286,48.67714285714286,,,0.0132,,,
2019,MA,2019-02-11,,18.055,,,0.798,,3.47,2.964166666666667,,,0.012,,,
2019,MA,2019-02-12,,31.54714285714286,,,0.72,,16.485714285714288,25.422857142857143,,,,,,
2019,MA,2019-02-13,,22.05,,,,,2.4125,3.69,,,,,,
2019,MA,2019-02-15,,8.96,,,0.55,,2.295,3.975,,,,,,
2019,MA,2019-02-18,,69.7909090909091,,,,,78.11272727272727,109.41545454545454,,,,,,
2019,MA,2019-02-19,,5.93,,,,87.2,0.905,1.505,21.05,,0.0076666666666666,,,
2019,MA,2019-02-20,,7.217777777777779,,,0.6174999999999999,181.875,1.3104444444444443,2.1492222222222224,49.8,,0.0115,,,
2019,MA,2019-02-21,,32.3925,,,,232.0,28.305,34.0475,52.0,,0.016,,,
2019,MA,2019-02-26,,13.5,,,,,,3.02,,,0.01425,,,
2019,MA,2019-02-28,,73.6,,,,,60.0,73.7,,,,,,
2019,MA,2019-03-05,,13.2,,,,,0.93,1.22,,,0.0065,,,
2019,MA,2019-03-06,,19.08666666666667,,,0.61,53.1,2.04,5.667000000000001,67.5,0.25,0.017,0.03,,
2019,MA,2019-03-07,,15.218333333333334,,,0.7424999999999999,,2.216333333333333,3.6521666666666666,,,,,,
2019,MA,2019-03-08,,14.134,,,0.8525,,3.156,3.506,,,,,,
2019,MA,2019-03-10,,42.3,,,,,7.75,30.1,,,,,,
2019,MA,2019-03-12,,,,,,,,,,,0.0075,,,
2019,MA,2019-03-18,,6.0625,0.032,,0.765,146.3,1.2525,1.5575,45.475,0.61,0.0126249999999999,0.15225,4.866666666666666,
2019,MA,2019-03-19,,6.658,0.041,,0.7225,151.375,1.024,1.1304,32.41,0.57,0.0125,0.17825,6.133333333333333,
2019,MA,2019-03-21,,20.4,,,,,2.06,3.63,,,0.01,,,
2019,MA,2019-03-22,,29.03333333333333,,,,,2.93,5.416666666666667,,,0.0396666666666666,,,
2019,MA,2019-03-26,,12.8,0.14,,2.2,,,2.85,,1.2,0.0185,0.274,10.3,
2019,MA,2019-03-27,,15.04,,,0.78,,4.867999999999999,2.077,,,,,,
2019,MA,2019-03-28,,17.033333333333335,,,0.8049999999999999,,4.456666666666667,3.42,,,,,,
2019,MA,2019-03-29,,21.8,,,,,3.465,4.654999999999999,,,,,,
2019,MA,2019-04-02,,2.76,,,,,0.6699999999999999,0.548,,,0.0535,,,
2019,MA,2019-04-04,,4.94,,,0.885,,0.88,2.18,,,,,,
2019,MA,2019-04-05,,18.0775,,,0.91,,2.68,4.2875,,,,,,
2019,MA,2019-04-09,,,,,,,,,,,0.0475,,,
2019,MA,2019-04-10,,6.7,,,,,0.56,0.782,,,,,,
2019,MA,2019-04-15,,7.415,,,,331.0,1.735,1.83,90.15,,0.02175,,,
2019,MA,2019-04-16,,5.1425,,,,245.25,1.155,1.2335,29.165,,0.155,,,
2019,MA,2019-04-18,,3.67,,,,116.3,0.76,0.642,15.8,,0.0113333333333333,,,
2019,MA,2019-04-23,,9.37,,,,,,2.23,,,0.10575,,,
2019,MA,2019-04-25,,14.4,,,,,2.100625,2.700125,,,0.031,,,
2019,MA,2019-04-29,,22.65625,,,,,2.29,3.78025,,,0.0177142857142857,,,
2019,MA,2019-04-30,,,,,,,,,,,0.0465,,,
2019,MA,2019-05-01,,3.86,,,1.2000000000000002,,0.7949999999999999,1.665,,,,,,
2019,MA,2019-05-02,,13.376666666666663,,,0.9833333333333334,,2.3766666666666665,3.82,,,,,,
2019,MA,2019-05-03,,17.733333333333334,,,0.98,,4.12,3.5133333333333336,,,,,,
2019,MA,2019-05-06,,18.03,,,0.715,82.3,1.7905,3.986,25.2,0.25,0.0289999999999999,0.09,,
2019,MA,2019-05-07,,,,,,,,,,,0.0185,,,
2019,MA,2019-05-13,,6.63,,,,356.4,1.3075,1.6275,83.7,,0.017625,,,
2019,MA,2019-05-14,,,,,,,,,,,0.0225,,,
2019,MA,2019-05-15,,4.63,,,,261.2333333333333,0.8766666666666666,0.827,23.25,,0.0132,,,
2019,MA,2019-05-16,,9.8,,,,636.0,1.185,1.59,75.6,,0.0395,,,
2019,MA,2019-05-21,,,,,,,,,,,0.0405,,,
2019,MA,2019-05-28,,15.0,,,,,,4.26,,,0.03075,,,
2019,MA,2019-06-04,3.5,28.05,,,3.1,102.35,2.438333333333333,5.835000000000001,204.45,0.52,0.0289999999999999,0.0675,4.6,
2019,MA,2019-06-05,0.905,59.585,0.1735,1.0,8.6,15.2,9.695,4.12,292.25,0.43,,0.056,4.5,
2019,MA,2019-06-06,1.1,9.09,0.09,0.79,,513.0,2.52,1.71,18.3,2.2,,0.277,,
2019,MA,2019-06-10,,30.374285714285715,,,2.5,,2.4414285714285717,5.552857142857143,2.33,,0.0528333333333333,0.055,,
2019,MA,2019-06-11,,19.641666666666666,0.12,0.68,127.7,,2.5316666666666667,3.4,24.95,1.95,0.1908333333333333,9.6805,18.0,
2019,MA,2019-06-12,3.1,34.550000000000004,0.132,2.0,2.5,29609.05,5.2700000000000005,5.455,3754.8,2.6,,0.0555,8.1,
2019,MA,2019-06-13,1.0666666666666669,8.956666666666667,0.034,,9.433333333333332,942.0,1.9933333333333327,1.0766666666666669,3.34,1.0,0.075,1.888,118.96666666666664,
2019,MA,2019-06-17,0.43,7.814,0.058,0.61,1.08,473.0,1.54,2.374,50.29600000000001,1.14,0.0221666666666666,0.1898,3.5,
2019,MA,2019-06-18,,10.406666666666666,0.285,1.1,1.1266666666666667,453.6,4.336666666666667,3.3783333333333334,157.41,1.1133333333333333,0.02425,0.2716666666666666,3.85,
2019,MA,2019-06-19,,5.5675,0.107,,0.9325,593.3000000000001,1.015,1.2047500000000002,34.81,0.7175,0.0196666666666666,0.352,3.05,
2019,MA,2019-06-20,0.1,10.1075,0.3805,1.415,1.3,578.4,1.995,3.21,323.8,3.2000000000000006,0.075,0.411,10.3,
2019,MA,2019-06-25,0.55,4.515,0.085,0.9,0.86,16600.0,1.745,2.06,380.81,1.25,0.02,0.063,378.45,
2019,MA,2019-06-26,0.14,12.15,0.288,1.5,0.85,100.0,3.535,3.225,173.12,7.1450000000000005,,0.099,2.75,
2019,MA,2019-06-27,0.315,11.096666666666666,0.1929999999999999,0.59,3.3366666666666664,3910.0,2.63,3.235666666666667,54.45,15.95,0.0645,0.311,31.15,
2019,MA,2019-07-02,,24.4,,,0.92,26.1,1.13,6.65,19.4,0.4,0.0195,0.038,,
2019,MA,2019-07-06,,17.5,,,,,2.84,3.046666666666667,,,0.6176666666666667,,,
2019,MA,2019-07-09,0.11,33.25,0.075,0.93,1.1,10.3,1.705,4.75,62.9,0.87,0.0055,0.023,,
2019,MA,2019-07-10,,9.58,,,0.52,,3.73,2.73,4.35,0.49,,,30.2,
2019,MA,2019-07-11,1.3,5.56,,,0.91,25800.0,1.79,2.06,724.0,,,0.115,,
2019,MA,2019-07-15,,10.7,,,,1013.0,2.235,2.85,110.95,,0.0325,,,
2019,MA,2019-07-16,,9.7725,,,,661.175,1.66,2.165,76.35000000000001,,0.0289999999999999,,,
2019,MA,2019-07-17,,14.953333333333331,,,,479.35,1.6499999999999997,2.3843333333333336,17.419999999999998,,0.0408,,,
2019,MA,2019-07-22,,17.4,,,,,1.4,1.6,,,,,,
2019,MA,2019-07-23,,,,,,,,,,,0.0069999999999999,,,
2019,MA,2019-07-25,,13.6,,,,,,4.12,,,0.0839999999999999,,,
2019,MA,2019-07-29,0.14,12.1,0.141,,20.1,,1.85,5.18,18.4,2.8,,0.381,16.1,
2019,MA,2019-07-30,1.4,1.94,0.037,,,2310.0,0.74,1.16,146.0,0.42,0.006,0.044,4.0,
2019,MA,2019-07-31,0.27,18.6,0.075,,10.8,1620.0,1.19,5.03,223.0,1.4,,0.097,11.6,
2019,MA,2019-08-05,0.15,48.1,,,7.3,19.1,2.25,11.8,2.12,0.52,,1.1,29.6,
2019,MA,2019-08-06,,41.3,,,1.4,17.6,2.01,14.8,23.9,0.43,0.01175,,,
2019,MA,2019-08-08,6.0,6.32,,,49.8,4390.0,1.69,2.09,745.0,4.6,,2.8,15.4,
2019,MA,2019-08-09,,13.0,,,,,1.33,1.39,,,,,,
2019,MA,2019-08-13,,,,,,,,,,,0.005,,,
2019,MA,2019-08-14,0.24,58.9,,,1.7,25.4,3.28,8.94,131.0,2.0,,0.035,,
