Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2019,MA,2019-08-15,1.1,17.5,0.045,,1.1,34.7,2.85,29.5,169.0,1.4,,1.42,,
2019,MA,2019-08-19,,11.525,,,,209.95,1.6800000000000002,2.505,16.48,,0.016,,,
2019,MA,2019-08-20,,13.4,,,,460.0,3.0700000000000003,3.77,132.4,,0.0278333333333333,,,
2019,MA,2019-08-21,,12.45,,,,534.5,2.615,2.505,157.0,,0.0325,,,
2019,MA,2019-08-22,,8.129999999999999,,,,287.65,1.295,1.138,11.735,,0.011,,,
2019,MA,2019-08-27,,,,,,,,,,,0.006,,,
2019,MA,2019-08-28,,16.150000000000002,,,,,2.35,2.667333333333333,,,0.261,,,
2019,MA,2019-08-29,,16.5,,,,,1.47,4.095,,,0.1674999999999999,,,
2019,MA,2019-09-02,,14.0,,,,,2.69,2.64,,,0.2,,,
2019,MA,2019-09-03,0.17,33.0,,,10.2,13.8,1.26,8.41,95.7,0.21,0.007,0.087,6.2,
2019,MA,2019-09-05,,3.3,0.032,,1.5,20.4,1.07,2.01,21.6,0.3,,0.402,2.8,
2019,MA,2019-09-10,,,,,,,,,,,0.006,,,
2019,MA,2019-09-11,,17.0,,,,,1.29,1.62,,,,,,
2019,MA,2019-09-12,0.28,31.85,0.051,,27.5,90.6,2.195,9.28,80.65,0.56,0.0235,6.466,4.3,
2019,MA,2019-09-16,,8.75,,,0.945,223.35,1.37,1.2385000000000002,7.505000000000001,0.385,0.009,0.1825,,
2019,MA,2019-09-17,,11.6,,,0.835,183.75,1.665,2.6,15.95,0.62,0.0086666666666666,0.0905,,
2019,MA,2019-09-18,,11.076666666666668,0.127,,27.396666666666672,345.0,2.203333333333333,2.64,87.23333333333333,1.5633333333333337,0.03025,0.2313333333333333,15.4,
2019,MA,2019-09-19,3.1,19.933333333333334,0.228,,4.7,257.3333333333333,3.7566666666666673,4.276666666666666,285.4,2.3966666666666665,0.0145,0.3386666666666666,6.85,
2019,MA,2019-09-23,,18.5,,,,,1.48,1.72,,,,,,
2019,MA,2019-09-24,,,,,,,,,,,0.004,,,
2019,MA,2019-09-26,22.8,29.4,0.199,0.62,4.15,8750.0,13.6,10.37,596.0,5.550000000000001,0.0435,0.5305,8.3,
2019,MA,2019-10-01,,,,,,,,,,,0.0125,,,
2019,MA,2019-10-08,,,,,,,,,,,0.0105,,,
2019,MA,2019-10-10,,16.5,,,,,1.49,1.68,,,,,,
2019,MA,2019-10-15,,9.805,,,,318.5,3.095,2.755,165.0,,0.0356666666666666,,,
2019,MA,2019-10-16,,10.49577777777778,,,,252.55,3.03,2.379888888888889,53.4675,,0.0442727272727272,,,
2019,MA,2019-10-17,,7.373333333333332,,,,195.5,2.1466666666666665,1.593,47.05,,0.1257142857142857,,,
2019,MA,2019-10-21,,14.3,,,,,1.43,1.63,,,,,,
2019,MA,2019-10-22,,,,,,,,,,,0.019,,,
2019,MA,2019-10-23,0.55,4.07,,,8.2,270.5,0.985,0.5425,,,0.035,1.15,149.0,
2019,MA,2019-10-29,,11.1,,,,,,3.16,,,0.0335,,,
2019,MA,2019-11-12,,,,,,,,,,,0.0115,,,
2019,MA,2019-11-13,,13.0,,,,,0.98,1.39,,,,,,
2019,MA,2019-11-14,,31.3,,,0.57,86.5,1.16,10.4,46.7,0.34,0.0155,0.064,,
2019,MA,2019-11-18,,11.3,,,,468.5,2.73,3.125,137.0,,0.0265,,,
2019,MA,2019-11-19,,13.1,,,,401.0,3.04,2.825,79.95,,0.036,,,
2019,MA,2019-11-21,,7.984999999999999,,,,190.95,1.58,2.0,24.35,,0.015,,,
2019,MA,2019-11-22,,9.496666666666666,,,,214.0,1.2,2.3966666666666665,19.305,,0.018,,,
2019,MA,2019-12-03,,37.8,,,,,8.592,9.52,,,,,,
2019,MA,2019-12-04,,,,,,,,,,,0.0075,,,
2019,MA,2019-12-06,,75.6,,,,,18.5,11.8,,,,,,
2019,MA,2019-12-09,,23.53333333333333,,,,,2.9233333333333333,4.3500000000000005,,,0.06,,,
2019,MA,2019-12-10,,8.55,0.0745,,1.8,406.5,1.94,2.31,123.5,1.25,0.0191666666666666,0.5335000000000001,19.950000000000003,
2019,MA,2019-12-11,,6.220000000000001,0.039,,1.7000000000000002,336.5,1.525,1.615,70.45,0.95,0.037,0.5975,10.25,
2019,MA,2019-12-12,,7.31,,,,,0.67,0.947,,,,,,
2019,MA,2019-12-16,,3.91,,,0.665,125.85,1.12,1.105,20.8,0.475,0.0298333333333333,0.1245,3.0,
2019,MA,2019-12-18,,,,,,,,,,,0.069,,,
2019,MA,2019-12-19,,3.8,0.037,,0.615,144.05,0.72,0.716,22.05,0.445,0.01,0.1684999999999999,6.3,
2019,MA,2019-12-20,,13.9,0.168,,1.9,,,3.47,,1.3,0.023,0.316,11.7,
2020,MA,2020-01-07,,23.775,,,,,2.165,5.4825,,,0.0119999999999999,,,
2020,MA,2020-01-08,,30.3,,,0.46,59.2,0.97,9.18,31.1,,0.023,0.054,,
2020,MA,2020-01-13,,8.035,,,,277.0,1.575,2.115,68.8,,0.0265,,,
2020,MA,2020-01-14,,12.116666666666667,,,,303.5,1.76,2.53,41.9,,0.0224,,,
2020,MA,2020-01-15,,31.6,,,,,2.938,5.773999999999999,,,0.0134,,,
2020,MA,2020-01-21,,13.5,,,,,0.9,1.22,,,0.0075,,,
2020,MA,2020-01-22,,7.435,,,,131.5,1.145,1.815,28.95,,0.01125,,,
2020,MA,2020-01-23,,4.555,,,,160.0,0.85,0.8265,24.375,,0.0115,,,
2020,MA,2020-01-25,7.3,24.866666666666664,,,36.85,3700.0,6.545000000000001,5.338333333333334,,,0.1383333333333333,10.53,2590.0,
2020,MA,2020-01-28,,13.6,,,,,,2.95,,,0.02325,,,
2020,MA,2020-02-04,,,,,,,,,,,0.0075,,,
2020,MA,2020-02-10,,,,,,,,,,,0.0225,,,
2020,MA,2020-02-11,,11.4,,,,,0.81,1.13,,,0.0075,,,
2020,MA,2020-02-12,,7.939999999999999,,,,232.5,1.745,1.855,36.7,,0.025,,,
2020,MA,2020-02-18,,4.77,,,,153.8,0.915,0.8505,23.53,,0.0095,,,
2020,MA,2020-02-19,,7.140000000000001,,,,111.9,1.205,1.725,24.950000000000003,,0.0104999999999999,,,
2020,MA,2020-02-20,,8.67,,,,243.0,1.6549999999999998,2.24,66.25,,0.012,,,
2020,MA,2020-02-25,,16.1,,,,,,4.77,,,0.01575,,,
2020,MA,2020-02-27,2.15,0.7475,,,16.75,1300.0,0.8,0.1575,,,0.065,3.645000000000001,256.0,
2020,MA,2020-03-03,,,,,,,,,,,0.007,,,
2020,MA,2020-03-04,,28.3,,,0.53,48.2,1.02,8.63,16.8,0.22,0.022,0.064,,
2020,MA,2020-03-10,,7.95,,,,,0.71,0.903,,,0.0075,,,
2020,MA,2020-03-16,,4.03,,,0.9,110.55,0.7050000000000001,0.7235,17.240000000000002,0.5,0.009,0.1315,3.25,
2020,MA,2020-03-17,,9.915,,,0.9,289.0,2.18,2.12,63.5,1.02,0.0213333333333333,0.3345,6.0,
2020,MA,2020-03-18,,6.06,,,0.495,114.0,1.1,1.525,21.2,0.475,0.009,0.515,,
2020,MA,2020-05-04,,10.1,,,,,0.64,0.932,,,0.0105,,,
2020,MA,2020-05-06,,12.6,,,,,,3.38,,,0.038,,,
2020,MA,2020-05-11,,5.19,,,,129.5,0.895,0.8385,16.555,,0.0093333333333333,,,
2020,MA,2020-05-12,,7.335000000000001,,,,316.0,1.455,1.855,65.75,,0.0119999999999999,,,
2020,MA,2020-05-13,,7.109999999999999,,,,410.5,1.425,1.66,63.85,,0.02325,,,
2020,MA,2020-05-14,,7.445,,,,70.45,0.905,1.78,14.9,,0.01025,,,
2020,MA,2020-05-19,,16.923333333333332,,,,,2.0966666666666662,3.283333333333333,,,0.031,,,
2020,MA,2020-05-20,,21.1,,,,,2.3025,3.59,,,0.03325,,,
2020,MA,2020-05-21,,23.2,,,,,2.5,4.31,,,0.012,,,
2020,MA,2020-05-26,,40.56666666666667,,,,,2.8466666666666662,7.93,,,0.0203333333333333,,,
2020,MA,2020-05-27,,16.4,,,,,,5.17,,,0.02625,,,
2020,MA,2020-05-29,,35.4,,,,27.4,1.31,12.8,37.7,,0.02,,,
2020,MA,2020-06-02,,,,,,,,,,,0.0218333333333333,,,
2020,MA,2020-06-03,,,,,,,,,,,0.0253,,,
2020,MA,2020-06-04,,,,,,,,,,,0.0117368421052631,,,
2020,MA,2020-06-08,,,,,,,,,,,0.023875,,,
2020,MA,2020-06-09,,,,,,,,,,,0.0065,,,
2020,MA,2020-06-11,,16.9,,,,,1.32,1.53,,,,,,
2020,MA,2020-06-15,,9.85,,,1.6,849.5,2.0,2.655,124.1,1.2,0.0289999999999999,0.5545,3.25,
2020,MA,2020-06-16,,8.885,,,0.815,293.85,1.35,1.2,9.385,0.475,0.0116666666666666,0.286,,
2020,MA,2020-06-17,,18.95,,,0.7600000000000001,153.70000000000002,1.4933333333333334,6.026666666666666,26.066666666666663,0.4066666666666667,0.0236,0.1103333333333333,,
2020,MA,2020-06-18,,10.48,,,0.985,927.5,2.505,2.39,134.3,1.2999999999999998,0.048,0.9345,3.55,
2020,MA,2020-06-23,,,,,,,,,,,0.0065,,,
2020,MA,2020-06-24,,20.0,0.301,,5.2,,,7.94,,3.5,0.0705,0.78,11.0,
2020,MA,2020-06-29,,,,,,,,,,,0.0328,,,
2020,MA,2020-06-30,,16.4,,,,,1.36,1.56,,,0.0268125,,,
2020,MA,2020-07-01,,,,,,,,,,,0.031625,,,
2020,MA,2020-07-06,,,,,,,,,,,0.0325,,,
2020,MA,2020-07-07,,,,,,,,,,,0.006,,,
2020,MA,2020-07-09,,43.43333333333334,,,,,2.8166666666666664,8.51,,,0.0356666666666666,,,
2020,MA,2020-07-13,,8.215,,,,296.5,1.37,1.975,8.59,,0.016,,,
2020,MA,2020-07-14,,10.1,,,,608.0,1.61,1.45,20.0,,0.0142499999999999,,,
2020,MA,2020-07-15,,27.23333333333333,,,,,2.803333333333333,4.486666666666667,,,0.0443333333333333,,,
2020,MA,2020-07-16,,20.94,,,,,2.106,3.576,,,0.087875,,,
2020,MA,2020-07-20,,6.54,,,,72.3,0.99,1.0,12.9,,0.0085,,,
2020,MA,2020-07-21,,11.8,,,,560.0,2.52,3.285,71.65,,0.0193333333333333,,,
2020,MA,2020-07-22,,15.12,,,,765.5,4.54,3.22,175.0,,0.05075,,,
2020,MA,2020-07-23,,9.23,,,,,1.28,1.2,,,,,,
2020,MA,2020-07-27,,,,,,,,,,,0.0348571428571428,,,
2020,MA,2020-07-28,,28.950000000000003,,,1.5,15.7,2.03,12.95,28.4,0.41,0.0355,0.021,,
2020,MA,2020-07-29,,,,,,,,,,,0.0217142857142857,,,
2020,MA,2020-07-30,,15.8,,,,,1.44,1.55,,,0.0605,,,
2020,MA,2020-08-04,,,,,,,,,,,0.007,,,
2020,MA,2020-08-06,,9.42,,,,,1.14,1.21,,,,,,
2020,MA,2020-08-11,,,,,,,,,,,0.006,,,
2020,MA,2020-08-13,,16.5,,,,,1.45,1.58,,,,,,
2020,MA,2020-08-14,,,,,,,,,,,0.0854999999999999,,,
2020,MA,2020-08-17,,11.34,,,,111.9,1.77,2.495,10.8,,0.02075,,,
2020,MA,2020-08-18,,10.475,,,,234.65,1.67,1.306,12.4,,0.0103333333333333,,,
2020,MA,2020-08-19,,28.55,,,,172.0,6.78,4.94,123.0,,0.0326666666666666,,,
2020,MA,2020-08-20,,17.933333333333334,,,,399.0,3.790000000000001,4.203333333333333,152.4,,0.019,,,
2020,MA,2020-08-24,,31.58,0.038,,1.6,22.3,3.1,7.014,62.6,0.49,0.034,0.045,2.0,
2020,MA,2020-08-25,,,,,,,,,,,0.0065,,,
2020,MA,2020-08-26,,26.2,,,,,2.5,4.71,,,0.1133333333333333,,,
2020,MA,2020-08-27,,17.7,,,,,,5.67,,,0.098,,,
2020,MA,2020-08-28,,,,,,,,,,,0.0475,,,
2020,MA,2020-08-29,,24.4,,,,,2.43,3.94,,,0.0999999999999999,,,
2020,MA,2020-08-31,,,,,,,,,,,0.0506428571428571,,,
2020,MA,2020-09-01,,,,,,,,,,,0.0381333333333333,,,
2020,MA,2020-09-02,,,,,,,,,,,0.02435,,,
2020,MA,2020-09-08,,,,,,,,,,,0.006,,,
2020,MA,2020-09-11,,16.9,,,,,1.58,1.6,,,0.0165,,,
2020,MA,2020-09-14,,16.75,0.036,,1.2999999999999998,283.0,5.07,5.77,126.2,1.6,0.041375,0.155,7.7,
2020,MA,2020-09-15,,10.58,,,0.88,91.6,1.565,2.285,5.92,0.75,0.01125,0.0605,,
2020,MA,2020-09-16,,11.42,,,1.235,124.3,1.735,1.4175,9.33,0.485,0.013,0.093,,
2020,MA,2020-09-17,,32.0,,,1.7999999999999998,156.8,5.905,10.785,109.9,1.3,0.02675,0.1655,3.8,
2020,MA,2020-09-22,,,,,,,,,,,0.024,,,
2020,MA,2020-09-23,,,,,,,,,,,0.041,,,
2020,MA,2020-09-24,,25.4,0.528,,6.5,,,12.5,,4.2,0.056,0.654,17.0,
2020,MA,2020-09-28,,,,,,,,,,,0.0711875,,,
2020,MA,2020-09-29,,19.4,,,,,1.65,1.72,,,0.0551875,,,
2020,MA,2020-09-30,,,,,,,,,,,0.03345,,,
2020,MA,2020-10-08,,16.5,,,,,1.58,1.66,,,,,,
2020,MA,2020-10-13,,,,,,,,,,,0.006,,,
2020,MA,2020-10-14,,,,,,,,,,,0.0326666666666666,,,
2020,MA,2020-10-16,,14.1,,,,,2.5733333333333337,2.473333333333333,,,0.12,,,
2020,MA,2020-10-17,,5.09,,,,,1.64,0.77,,,0.17,,,
2020,MA,2020-10-20,,10.6,,,,211.5,3.105,3.525,50.7,,0.021,,,
2020,MA,2020-10-21,,24.25,,,,176.75,3.82,5.425000000000001,232.0,,0.03225,,,
2020,MA,2020-10-23,,10.89,,,,158.1,1.72,1.8966666666666667,26.35,,0.0144999999999999,,,
2020,MA,2020-10-26,,6.625,,,,187.5,1.3450000000000002,1.02,16.585,,0.024625,,,
2020,MA,2020-10-27,,,,,,,,,,,0.009,,,
2020,MA,2020-10-29,0.7000000000000001,12.233333333333334,,,8.399999999999999,385.0,1.49,2.302666666666666,,,0.062,1.42,250.0,
2020,MA,2020-10-30,,,,,,,,,,,0.0235,,,
2020,MA,2020-11-03,,43.15,,,,,3.615,9.545,,,0.0139999999999999,,,
2020,MA,2020-11-09,,32.6,,,0.84,96.0,1.49,11.2,29.3,0.29,0.0185,0.089,,
2020,MA,2020-11-10,,32.71666666666667,,,,,3.313333333333333,5.625,,,0.033,,,
2020,MA,2020-11-12,,24.9,,,,,2.83,4.77,,,0.0201,,,
2020,MA,2020-11-16,,10.203333333333331,,,,230.0,2.0966666666666667,2.6666666666666665,85.0,,0.01525,,,
2020,MA,2020-11-17,,7.26,,,,175.15,1.56,1.84,19.395,,0.0131666666666666,,,
2020,MA,2020-11-18,,15.8,,,,257.5,2.66,3.485,77.6,,0.039,,,
2020,MA,2020-11-19,,5.19,,,,230.5,1.115,0.8965000000000001,12.67,,0.0103333333333333,,,
2020,MA,2020-11-20,,18.5,,,,,,5.15,,,0.051,,,
2020,MA,2020-11-27,,,,,,,,,,,0.0181666666666666,,,
2020,MA,2020-11-29,,7.13,,,,,1.85,1.2,,,0.13,,,
2020,MA,2020-11-30,,18.1,,,,,2.46,3.3,,,0.03,,,
2020,MA,2020-12-05,,21.5,,,,,4.98,6.04,,,,,,
2020,MA,2020-12-07,,7.87,0.034,,1.9,243.5,1.5699999999999998,2.165,72.55000000000001,1.35,0.0233333333333333,0.427,10.5,
2020,MA,2020-12-08,,6.654999999999999,0.054,0.56,2.0,301.5,1.4,1.7799999999999998,73.9,1.35,0.0241666666666666,0.507,12.8,
2020,MA,2020-12-09,,33.15,,,0.71,147.15,6.29,3.245,22.450000000000003,0.605,0.01275,0.11,3.0,
2020,MA,2020-12-10,,4.34,,,0.72,190.5,0.87,0.7849999999999999,21.05,0.545,0.009,0.1995,5.6,
2020,MA,2020-12-12,,78.2,,,,,10.3,7.74,,,,,,
2020,MA,2020-12-14,,,,,,,,,,,0.01575,,,
2020,MA,2020-12-16,,14.2,0.171,,2.5,,,3.77,,1.2,0.0555,0.544,12.7,
2020,MA,2020-12-18,,,,,,,,,,,0.01575,,,
2020,MA,2020-12-21,,11.7,,,,,0.79,1.2,,,0.0075,,,
2021,MA,2021-01-02,,44.5,,,,,6.286666666666666,12.410000000000002,,,,,,
2021,MA,2021-01-10,,,,,,,,,,,0.017,,,
2021,MA,2021-01-25,,23.608,,,,115.15,2.202,4.286,26.7,,0.0108571428571428,,,
2021,MA,2021-01-26,,18.23444444444445,,,,148.95,1.9255555555555557,3.407666666666666,27.405,,0.0123333333333333,,,
2021,MA,2021-01-27,,38.0125,,,,236.0,13.2725,9.65,60.4,,0.011,,,
2021,MA,2021-01-28,,11.816666666666668,,,,200.5,1.89,2.85,52.2,,0.026,,,
2021,MA,2021-01-29,,,,,,,,,,,0.01175,,,
2021,MA,2021-02-04,,19.65,,,,,14.2,3.65,,,,,,
2021,MA,2021-02-09,,,,,,,,,,,0.0124999999999999,,,
2021,MA,2021-02-12,,,,,,,,,,,0.0146666666666666,,,
2021,MA,2021-02-16,,34.96714285714285,,,,238.5,5.635714285714286,10.994285714285713,89.4,,0.0155,,,
2021,MA,2021-02-17,,9.12,,,,155.85,1.106666666666667,1.6799999999999995,32.0,,0.01275,,,
2021,MA,2021-02-18,,5.095000000000001,,,,189.15,0.94,0.904,35.325,,0.011,,,
2021,MA,2021-02-19,,49.8,,,,,4.62,12.7,,,,,,
2021,MA,2021-02-22,,9.24,,,,196.0,1.62,2.15,49.1,,0.01675,,,
2021,MA,2021-02-23,,,,,,,,,,,0.01525,,,
2021,MA,2021-02-25,,15.9,,,,,,4.11,,,0.033,,,
2021,MA,2021-03-02,,12.0,,,,,0.94,1.23,,,,,,
2021,MA,2021-03-09,,,,,,,,,,,0.0065,,,
2021,MA,2021-03-10,,18.05,,,,,11.91,2.72,,,,,,
2021,MA,2021-03-11,,,,,,,,,,,230.01125,,,
2021,MA,2021-03-12,,,,,,,,,,,0.01425,,,
2021,MA,2021-03-15,,9.59,0.041,,1.1,203.5,2.055,2.105,50.15,1.045,0.018,0.269,7.75,
2021,MA,2021-03-16,,5.18,0.04,,0.7,139.1,0.955,0.8965,24.37,0.425,0.008,0.1265,5.8,
2021,MA,2021-03-17,,6.23,0.033,,1.06,119.9,1.175,1.5699999999999998,18.1,0.45,0.00975,0.0835,2.1,
2021,MA,2021-03-18,,15.516666666666666,0.032,,1.07,166.16666666666666,1.5599999999999998,4.463333333333334,57.9,0.8300000000000001,0.0118333333333333,0.1513333333333333,7.3,
2021,MA,2021-03-23,,,,,,,,,,,0.016,,,
2021,MA,2021-03-25,,11.305,0.13,,2.2,,0.57,3.0545,,1.7,0.0246666666666666,0.386,9.4,
2021,MA,2021-03-28,,24.2,,,,,2.71,4.4475,,,0.1225,,,
2021,MA,2021-03-31,2.0,0.769,,,13.1,1250.0,0.46,0.09,,,0.11,3.02,165.0,
2021,MA,2021-04-01,5.2,0.682,,,19.1,872.0,0.81,0.087,,,0.0301999999999999,3.25,232.0,
2021,MA,2021-04-05,,11.385,,,,,2.085,2.3645,,,0.0205,,,
2021,MA,2021-04-06,,16.166666666666668,,,,,2.3866666666666667,2.14,,,0.011,,,
2021,MA,2021-04-07,,14.525,,,,,2.68,2.845,,,0.011375,,,
2021,MA,2021-04-12,,15.8,,,,,3.185,3.12,,,0.02525,,,
2021,MA,2021-04-13,,17.327142857142857,,,,,2.5171428571428573,3.55,,,0.0244444444444444,,,
2021,MA,2021-04-14,,29.085,,,,,2.545,5.591666666666666,,,0.0204285714285714,,,
2021,MA,2021-04-15,,19.98,,,,,2.475,3.0665,,,0.0175999999999999,,,
2021,MA,2021-04-19,,4.725,,,,117.7,0.8049999999999999,0.7905,15.68,,0.016,,,
2021,MA,2021-04-20,,5.355,,,,141.95,0.99,1.355,18.865,,0.0106666666666666,,,
2021,MA,2021-04-21,,7.27,,,,314.5,1.505,1.61,44.85,,0.02325,,,
2021,MA,2021-04-22,,8.209999999999999,,,,297.0,1.505,2.075,83.95,,0.0154999999999999,,,
2021,MA,2021-04-23,,,,,,,,,,,0.0626666666666666,,,
2021,MA,2021-04-26,,10.9,,,,,0.83,1.08,,,,,,
2021,MA,2021-04-29,,16.1,,,,,,5.56,,,0.047,,,
2021,MA,2021-05-03,,8.99,,,,,2.095,1.84,,,0.03225,,,
2021,MA,2021-05-04,,37.3,,,,,31.8,106.6,,,0.0304,,,
2021,MA,2021-05-05,,11.43,,,,,2.48,2.245,,,0.02575,,,
2021,MA,2021-05-06,,13.556666666666668,,,,,2.75,2.559333333333333,,,0.01675,,,
2021,MA,2021-05-09,,22.5,,,,,2.8,3.35,,,,,,
2021,MA,2021-05-10,,23.996,,,0.66,55.6,1.994,4.9028,17.4,0.38,0.02975,0.111,,
2021,MA,2021-05-11,,17.55,,,,,3.05,2.7300000000000004,,,0.01625,,,
2021,MA,2021-05-12,,12.31,,,,,2.285,2.02,,,0.014,,,
2021,MA,2021-05-13,,,,,,,,,,,0.02,,,
2021,MA,2021-05-17,,5.96,,,,317.0,1.34,1.48,43.4,,0.02,,,
2021,MA,2021-05-18,,7.18,,,,148.23333333333332,1.1,1.2733333333333332,16.49,,0.0094285714285714,,,
2021,MA,2021-05-19,,9.685,,,,504.0,2.0,2.5250000000000004,100.3,,0.02,,,
2021,MA,2021-05-20,,10.3,,,,567.5,2.435,2.175,96.7,,0.03025,,,
2021,MA,2021-05-21,,228.5,,,,,215.5,743.5,,,0.02125,,,
2021,MA,2021-05-27,,19.5,,,,,,7.5,,,0.0605,,,
2021,MA,2021-05-28,0.95,1.0065,,,9.35,241.5,0.75,0.151,,,0.035,0.675,80.0,
2021,MA,2021-06-01,1.6,16.6,,,0.8200000000000001,,2.82,2.675,,1.35,0.0178333333333333,0.411,3.4,
2021,MA,2021-06-02,1.55,12.305,,,0.72,,2.125,2.0700000000000003,,0.945,0.01925,0.287,,
2021,MA,2021-06-03,1.5499999999999998,11.6,,,1.3,,2.265,2.305,,1.12,0.04175,0.3419999999999999,4.2,
2021,MA,2021-06-04,,331.0,,,,,315.5,1062.0,,,0.01675,,,
2021,MA,2021-06-07,1.9,12.285,0.045,,1.65,,2.35,2.43,,1.195,0.03275,0.5800000000000001,3.35,
2021,MA,2021-06-08,1.2,7.71,,,1.1,,1.58,1.56,,0.82,0.031,0.274,2.3,
2021,MA,2021-06-09,1.2999999999999998,16.35,,,1.295,,3.63,3.49,,1.48,0.0344999999999999,0.4775,2.5,
2021,MA,2021-06-10,,36.2,,,0.84,15.5,1.4,12.5,9.31,0.3,0.0323333333333333,0.029,,
2021,MA,2021-06-15,,6.9,,,0.77,436.35,1.165,1.05,13.96,0.5700000000000001,0.0143333333333333,0.4535,2.5,
2021,MA,2021-06-16,,7.63,,,1.1,465.5,1.225,1.895,22.73,0.6599999999999999,0.02225,0.2329999999999999,2.7,
2021,MA,2021-06-17,,9.96,,,1.55,757.0,1.63,2.59,76.85,1.45,0.03,0.505,3.6,
2021,MA,2021-06-18,,266.5,,,,,234.0,821.0,,,0.0212499999999999,,,
2021,MA,2021-06-21,,11.435,,,1.35,972.5,2.665,2.255,133.6,1.6,0.03825,0.7505,4.35,
2021,MA,2021-06-23,,18.8,0.123,,2.9,,,7.45,,1.8,0.067,1.0,5.7,
2021,MA,2021-06-24,,16.2,,,,,1.09,1.49,,,,,,
2021,MA,2021-07-01,,282.5,,,,,249.5,889.0,,,0.01875,,,
2021,MA,2021-07-02,2.35,14.3,,,1.15,,2.5,2.74,,1.01,0.05075,0.25,3.2,
2021,MA,2021-07-03,0.55,1.179,,,8.05,374.5,0.54,0.184,,,0.02,1.165,80.5,
2021,MA,2021-07-06,2.05,12.5,,,0.97,,2.24,2.06,,0.93,0.019375,0.26,,
2021,MA,2021-07-07,1.5,9.725,,,7.3075,699.5,1.835,1.5177500000000002,,1.2000000000000002,0.0331666666666666,1.08175,125.7,
2021,MA,2021-07-08,1.2,15.8,,,1.95,,2.89,3.2750000000000004,,2.465,0.04425,0.8425,2.7,
2021,MA,2021-07-09,,5.43,,,,692.0,0.845,1.16,48.650000000000006,,0.04975,,,
2021,MA,2021-07-11,,7.49,,,,917.5,1.825,1.745,81.80000000000001,,0.06975,,,
2021,MA,2021-07-12,,5.25,,,,,0.58,0.683,,,,,,
2021,MA,2021-07-13,2.2,9.58,0.037,,1.9,,2.12,1.855,,1.26,0.0458333333333333,0.5845,3.6,
2021,MA,2021-07-14,,,,,,,,,,,0.04125,,,
2021,MA,2021-07-16,1.3,5.17,0.031,,1.1,,1.4,0.986,,0.76,0.039,0.244,2.5,
2021,MA,2021-07-18,0.8,2.845,,,10.35,565.5,0.725,0.4125,,,0.04,1.715,128.5,
2021,MA,2021-07-19,1.65,50.2,,,1.1,,41.05,141.15,,0.84,0.0427499999999999,0.257,,
2021,MA,2021-07-20,,11.7,,,,,,2.54,,,0.0405,,,
2021,MA,2021-07-26,,15.1025,,,0.74,333.3333333333333,1.085,3.6675,22.133333333333336,0.7,0.0326666666666666,0.135,,
2021,MA,2021-07-27,,4.574999999999999,,,,655.5,0.905,0.766,42.25,,0.0176666666666666,,,
2021,MA,2021-07-28,,9.45,,,,1175.0,1.88,2.415,136.65,,0.037,,,
2021,MA,2021-07-29,,10.895,,,,1605.0,2.145,2.16,345.0,,0.06625,,,
2021,MA,2021-08-02,1.7999999999999998,10.065,,,0.955,,1.645,1.9735,,0.9,0.04975,0.4085,2.7,
2021,MA,2021-08-03,,170.8,,,,,158.0,533.0,,,0.028,0.302,,0.007
2021,MA,2021-08-04,2.1500000000000004,18.15,,,0.55,,2.1750000000000003,2.9066666666666667,,1.005,0.0538571428571428,0.5185,,
2021,MA,2021-08-05,2.1,15.65,,,1.0,,2.9450000000000003,2.34,,1.25,0.02725,0.558,3.0,
2021,MA,2021-08-09,1.0,6.23,,,0.84,,1.32,1.25,,0.64,0.034,0.318,2.3,
2021,MA,2021-08-10,2.2,15.4,0.065,,1.2999999999999998,,3.1500000000000004,2.95,,1.25,0.0321666666666666,0.6859999999999999,2.45,
2021,MA,2021-08-11,1.1,18.65,,,1.3,,4.17,3.92,,1.375,0.03375,0.64,,
2021,MA,2021-08-16,,36.1,,,0.95,27.2,1.6,12.3,17.0,0.49,0.026,0.037,,
2021,MA,2021-08-17,,9.6,,,,437.0,1.545,2.125,22.15,,0.017,,,
2021,MA,2021-08-18,,6.095,,,,413.0,0.985,0.9075,10.69,,0.034125,,,
2021,MA,2021-08-19,1.4,3.96,,,28.65,1920.0,1.02,0.5645,,,0.11,4.49,206.5,
2021,MA,2021-08-20,2.0,157.25,,,,1157.5,144.98250000000002,492.2875,164.2,,0.035125,,,
2021,MA,2021-08-21,,18.2,,,,,2.415,3.0375,,,0.06125,,,
2021,MA,2021-08-22,0.5,1.5830000000000002,,,8.55,529.5,0.69,0.244,,,0.03,1.405,75.0,
2021,MA,2021-08-23,,13.3,,,,,,4.23,,,0.1149999999999999,,,
2021,MA,2021-08-24,,7.555,,,,867.5,2.065,1.885,70.4,,0.031,,,
2021,MA,2021-08-25,,24.325,,,,,2.4825,4.2625,,,0.07075,,,
2021,MA,2021-08-26,,15.833333333333334,,,,,1.8966666666666665,2.533333333333333,,,0.037,,,
2021,MA,2021-09-01,0.4,81.65275,,,4.6,326.5,81.47571428571428,238.6215,,,0.0548888888888888,0.805,52.0,
2021,MA,2021-09-02,2.55,9.68,0.033,0.6,1.8,,2.24,1.8,,1.185,0.0795,1.424,5.199999999999999,
