Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,Latitude,Longitude,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,Log_Yield
549,1.83,1.5415067813383958,1.6116784597441043,25.0,70.0,0.9411608599477095,1.6799936034149514,1.8369797003098443,1.8369797003098443,1004,30,20.0,60,80,0.37,0.99,3.73,302.74,17.52,0.33,0.4,0.24,0.08,0.16,0.24,960.01,5.91,17.81,1.42,39.91,26.47,33.6,1.28,24.41,88.99,12.53,1,1,0.27,0.28,0.01,1.03,1,471.39,29.7,42.83,14.55,72,2.34,6.74,0.09,28.28,6.65,15.87,2,1,1.0402767116551463
62,2.32,1.4932427508038448,1.2189924547979805,23.5,61.0,1.6219247880810246,1.4768972278502244,1.2470237675920655,1.6219247880810246,144,32,15.0,52,70,0.35,1.31,4.8,301.59,-7492.92,0.4,0.58,0.27,0.16,0.31,0.39,795.65,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,1,1,0.26,0.28,0.03,1.13,1,984.86,27.91,34.38,19.25,0,2.3,8.54,0.08,15.13,8.46,35.29,0,0,1.199964782928397
92,5.61,1.18633535210387,1.6116784597441043,30.0,80.0,2.6791455542846143,1.7523340285787994,1.9142147196871888,2.6791455542846143,516,35,25.0,70,90,0.33,1.14,3.81,302.42,14.84,0.28,0.38,0.13,0.11,0.26,0.39,1017.3,5.44,20.42,2.42,35.02,29.59,35.41,1.25,23.55,90.53,8.43,0,1,0.19,0.22,0.02,1.18,0,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,2,1,1.888583653863595
30,2.37,1.4293097030698978,1.2189924547979805,18.0,66.5,1.4174749399550048,1.079758296469405,1.0754915249177393,1.5717819986173847,71,21,15.0,47,86,0.37,1.36,4.98,301.51,-7492.97,0.47,0.63,0.29,0.15,0.33,0.33,690.45,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,1,1,0.36,0.57,0.21,1.65,1,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,0,0,1.2149127443642704
1108,5.97,1.5519341611586799,1.2189924547979805,19.0,77.5,1.7698169331608362,1.4768972278502244,1.4251861916589506,1.2859629212449377,6617,30,8.0,70,85,0.36,1.37,4.82,301.32,-7492.91,0.4,0.58,0.2,0.17,0.39,0.42,789.19,5.84,28.05,4.03,30.96,22.82,46.22,1.25,23.74,89.57,6.96,1,1,0.21,0.25,0.04,1.21,1,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,0,0,1.9416152247724325
1,4.0,1.216424434009741,1.6116784597441043,24.0,70.0,1.3593820706254796,1.7523340285787994,1.9142147196871888,1.4417184946776644,4,38,10.0,60,80,0.26,1.2,3.94,301.08,18.25,0.19,0.22,0.17,0.02,0.05,0.12,925.6,5.57,31.05,2.48,30.53,27.14,42.37,1.27,22.14,90.79,12.52,1,1,0.15,0.21,0.06,1.52,0,1663.21,28.11,33.74,19.66,0,3.68,7.13,0.09,14.08,7.04,59.17,0,0,1.6094379124341003
350,27.59,1.5519341611586799,1.6116784597441043,25.0,70.0,2.4475808009081272,1.6799936034149514,1.8369797003098443,1.8369797003098443,9656,30,20.0,60,80,0.39,1.11,3.96,301.82,15.88,0.34,0.42,0.24,0.07,0.18,0.22,934.65,5.84,28.05,4.03,30.96,22.82,46.22,1.25,23.74,89.57,6.96,1,1,0.25,0.28,0.03,1.1,1,558.92,29.28,43.33,15.19,58,2.48,6.36,0.08,28.14,6.28,19.09,2,1,3.3530570063342204
386,7.74,1.529694747022075,1.2189924547979805,16.0,85.0,1.7018840284699794,1.079758296469405,1.0754915249177393,1.5717819986173847,2987,22,10.0,75,95,0.33,1.39,4.98,300.99,-7492.91,0.4,0.51,0.31,0.1,0.2,0.24,757.67,5.64,20.12,2.85,32.88,22.11,45.02,1.27,23.21,90.35,7.06,1,1,0.26,0.31,0.05,1.25,1,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,0,0,2.167910189667444
7317,1.19,1.2349729295662233,1.1991979446711325,17.75,55.0,0.7633665964593734,1.0571454172937447,1.0571454172937447,1.192204112183712,8743,20,15.5,50,60,0.25,0.81,3.74,297.97,-2494.82,0.34,0.51,0.24,0.12,0.26,0.36,1024.63,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,1,1,0.16,0.21,0.05,1.36,0,82.59,19.2,29.93,8.25,0,1.23,4.57,0.07,21.68,4.5,4.3,0,0,0.7839015438284094
640,2.01,1.0356788272781852,1.6116784597441043,29.0,67.5,1.9311111243833086,1.7523340285787994,1.9142147196871888,1.543068696111746,1284,35,23.0,50,85,0.3,0.85,3.4,302.6,18.74,0.26,0.34,0.18,0.06,0.15,0.25,937.9,5.73,17.04,1.8,25.82,35.1,39.05,1.32,22.01,90.38,9.46,1,1,0.31,0.36,0.04,1.18,1,1663.21,28.11,33.74,19.66,0,3.68,7.13,0.09,14.08,7.04,59.17,0,0,1.1019400787607843
1011,1.33,1.4677978039078508,1.1991979446711325,22.5,60.0,0.9432757710778287,1.079758296469405,1.0048360915091592,0.9127464380043895,1348,30,15.0,50,70,0.3,0.96,4.13,298.12,-2495.47,0.39,0.64,0.23,0.17,0.41,0.45,753.67,5.92,19.91,1.93,36.51,29.44,34.05,1.29,24.89,90.73,10.31,1,1,0.23,0.26,0.03,1.21,1,80.15,19.22,29.93,7.98,0,1.1,4.02,0.01,21.95,4.01,4.17,0,0,0.8458682675776092
212,1.07,1.5170865896347903,1.6116784597441043,25.0,70.0,0.9411608599477095,1.6799936034149514,1.8369797003098443,1.8369797003098443,226,30,20.0,60,80,0.38,1.23,4.29,301.72,13.65,0.3,0.4,0.15,0.11,0.25,0.37,1095.3,5.63,23.44,2.78,31.52,30.48,38.0,1.29,23.17,90.2,8.43,1,1,0.35,0.38,0.03,1.09,1,668.31,28.98,42.19,15.6,56,2.57,6.27,0.08,26.59,6.19,23.06,2,1,0.7275486072772778
7,8.0,1.4820239710315222,1.6116784597441043,32.5,65.0,1.4234486172772658,1.3931756437883385,1.4234486172772658,1.4234486172772658,56,40,25.0,50,80,0.4,1.1,4.14,304.29,12.14,0.38,0.47,0.31,0.07,0.16,0.18,795.21,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,1,1,0.18,0.23,0.06,1.42,0,392.57,29.83,44.7,14.82,79,2.61,6.9,0.06,29.88,6.84,13.16,2,1,2.1972245773362196
1497,1.94,1.3457434038849054,1.2189924547979805,25.0,72.5,1.0191427551379924,1.4768972278502244,1.2470237675920655,1.0191427551379924,2899,30,20.0,60,85,0.46,2.26,6.06,301.77,-7492.96,0.5,0.66,0.25,0.2,0.41,0.39,594.69,6.31,14.48,1.39,37.8,22.9,39.3,1.3,22.33,91.83,10.41,1,1,0.21,0.25,0.04,1.33,1,1450.75,28.05,34.55,19.76,0,2.36,11.27,0.03,14.79,11.24,51.72,0,0,1.0784095813505903
70,15.33,1.3092899680575298,1.6116784597441043,30.0,80.0,2.6791455542846143,1.7523340285787994,1.9142147196871888,2.6791455542846143,1073,35,25.0,70,90,0.24,0.72,2.71,300.72,23.7,0.18,0.25,0.05,0.09,0.2,0.5,969.65,5.63,18.2,1.97,32.46,34.49,33.03,1.31,25.81,89.64,9.23,1,1,0.28,0.3,0.01,1.05,1,1572.26,27.49,37.59,13.55,17,2.04,6.81,0.04,24.04,6.77,57.18,2,0,2.7930039069823738
13541,2.95,1.3716297226915766,1.6116784597441043,27.0,72.5,1.2167180962082365,1.196807608531181,1.2167180962082365,1.2167180962082365,39966,34,20.0,60,85,0.32,0.97,3.43,302.76,20.96,0.26,0.39,0.07,0.16,0.33,0.61,805.84,6.01,15.94,1.43,37.14,25.3,37.54,1.28,25.63,88.63,11.14,1,1,0.21,0.23,0.02,1.16,0,907.84,28.49,40.66,13.08,52,2.13,6.43,0.08,27.58,6.35,31.87,2,1,1.3737155789130306
263,2.47,1.0356788272781852,1.2189924547979805,30.0,80.0,1.354232711182636,1.5344047534671337,1.5461337713420658,1.5461337713420658,650,35,25.0,70,90,0.37,1.55,5.07,300.59,-7493.01,0.43,0.64,0.1,0.25,0.54,0.59,723.66,5.73,17.04,1.8,25.82,35.1,39.05,1.32,22.01,90.38,9.46,1,1,0.41,0.43,0.02,1.05,1,2272.77,28.44,31.57,21.83,0,3.58,10.3,0.13,9.74,10.17,79.92,0,0,1.244154593958768
19,3.63,1.1522596262143072,1.2189924547979805,30.0,80.0,1.354232711182636,1.5344047534671337,1.5461337713420658,1.5461337713420658,69,35,25.0,70,90,0.39,1.56,5.2,301.76,-7492.91,0.39,0.64,0.08,0.24,0.56,0.62,785.75,5.75,17.96,1.49,32.53,28.89,38.58,1.3,24.0,90.42,12.05,1,1,0.41,0.41,0.0,1.0,1,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,0,0,1.5325568680981427
1394,3.23,1.4474742411665287,1.1991979446711325,20.5,60.0,1.3274219324613663,1.0571454172937447,1.0571454172937447,1.192204112183712,4507,27,14.0,50,70,0.31,1.15,4.71,298.19,-2496.45,0.48,0.61,0.42,0.08,0.19,0.17,652.18,6.15,19.27,1.81,29.39,19.9,50.71,1.33,23.17,89.21,10.64,1,1,0.19,0.3,0.1,1.61,1,127.01,19.34,30.76,7.52,0,1.35,4.74,0.03,23.24,4.71,6.57,0,0,1.4422019930581866
459,2.85,1.4045669228288984,1.2189924547979805,21.0,70.0,1.4283581686435851,0.8839035603592973,1.2920322463390859,1.2859629212449377,1309,30,12.0,65,75,0.34,2.79,5.78,300.16,-7492.94,0.51,0.62,0.37,0.11,0.25,0.21,517.82,5.73,33.97,3.89,28.25,22.23,49.52,1.23,22.66,89.79,8.73,1,1,0.4,0.47,0.06,1.17,1,1451.65,27.77,33.57,18.56,0,2.06,7.47,0.04,15.01,7.43,52.27,0,0,1.3480731482996928
1062,2.05,1.1160949214731757,1.1991979446711325,20.5,60.0,1.3274219324613663,1.0571454172937447,1.0571454172937447,1.192204112183712,2172,27,14.0,50,70,0.4,2.68,6.93,298.48,-2495.48,0.66,0.73,0.57,0.07,0.15,0.11,505.31,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,1,1,0.21,0.25,0.05,1.25,1,86.44,19.03,33.14,7.85,0,0.32,1.04,0.0,25.29,1.04,4.54,0,0,1.1151415906193203
5,1.8,1.4932427508038448,1.6116784597441043,27.5,85.0,1.2302460256469363,1.5344047534671337,1.8369797003098443,1.8369797003098443,9,35,20.0,80,90,0.38,1.08,3.97,302.57,16.93,0.32,0.33,0.3,0.02,0.03,0.05,947.97,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,1,1,0.3,0.31,0.01,1.04,1,638.57,29.18,42.43,15.23,53,2.48,6.75,0.12,27.2,6.63,21.89,2,1,1.0296194171811581
9,3.67,1.2181442100105444,1.6116784597441043,32.5,65.0,1.4234486172772658,1.3931756437883385,1.4234486172772658,1.4234486172772658,33,40,25.0,50,80,0.3,0.89,3.15,302.53,22.82,0.27,0.41,0.14,0.12,0.27,0.47,847.77,5.71,24.92,3.45,32.93,35.66,31.44,1.29,25.92,89.45,7.22,1,1,0.2,0.19,-0.01,1.0,0,1572.26,27.49,37.59,13.55,17,2.04,6.81,0.04,24.04,6.77,57.18,2,0,1.541159071680806
81,4.3,1.1904122272269628,1.2189924547979805,18.0,66.5,1.4174749399550048,1.079758296469405,1.0754915249177393,1.5717819986173847,348,21,15.0,47,86,0.45,1.59,5.23,301.7,-7492.91,0.47,0.69,0.36,0.15,0.33,0.33,690.52,5.85,20.19,1.81,30.97,32.95,36.08,1.3,23.77,90.36,11.15,1,1,0.21,0.25,0.03,1.19,0,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,0,0,1.667706820558076
55,1.33,1.251833352703168,1.2189924547979805,27.5,72.5,1.2632551426886303,0.8839035603592973,1.2920322463390859,1.4417184946776644,73,35,20.0,60,85,0.39,1.55,5.42,301.74,-7492.92,0.46,0.63,0.23,0.2,0.4,0.44,655.35,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,0,1,0.27,0.3,0.03,1.14,1,1132.38,27.49,33.75,17.91,0,1.67,5.92,0.03,15.84,5.89,41.2,0,0,0.8458682675776092
31854,1.72,1.5737442827660881,1.1991979446711325,17.75,55.0,0.7633665964593734,1.0571454172937447,1.0571454172937447,1.192204112183712,54755,20,15.5,50,60,0.39,1.38,5.67,298.21,-2493.01,0.55,0.64,0.45,0.08,0.19,0.14,831.14,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,1,1,0.16,0.22,0.07,1.52,0,80.82,19.01,30.41,7.46,0,1.46,4.88,0.07,22.95,4.81,4.25,0,0,1.000631880307906
272,14.71,1.5546106889696356,1.6116784597441043,29.0,67.5,1.9311111243833086,1.7523340285787994,1.9142147196871888,1.543068696111746,4001,35,23.0,50,85,0.31,0.87,3.27,303.4,16.5,0.24,0.27,0.21,0.03,0.07,0.12,1029.22,5.49,13.48,1.2,40.33,25.96,33.7,1.32,23.76,90.39,11.22,0,0,0.27,0.3,0.03,1.16,1,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,2,1,2.75429745226753
244,2.06,1.037636095790853,1.1991979446711325,25.0,80.0,1.0833180441595383,1.196807608531181,1.2685770170530783,1.3623176356363635,502,32,18.0,75,85,0.28,1.3,4.83,297.94,-2495.32,0.34,0.43,0.25,0.08,0.18,0.24,723.25,5.73,28.15,2.44,27.75,24.02,48.24,1.27,22.49,90.35,11.53,1,1,0.28,0.32,0.04,1.23,1,208.71,20.13,29.78,10.33,0,1.85,5.17,0.04,19.45,5.13,10.37,0,0,1.1184149159642893
29,5.03,1.4284462046955146,1.6116784597441043,32.5,65.0,1.4234486172772658,1.3931756437883385,1.4234486172772658,1.4234486172772658,146,40,25.0,50,80,0.35,1.01,3.64,302.37,19.3,0.18,0.22,0.13,0.04,0.09,0.22,1027.76,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,1,1,0.18,0.22,0.04,1.26,0,1038.79,28.66,41.07,15.07,48,2.34,6.82,0.09,26.0,6.73,36.24,2,1,1.7967470107390942
593,3.4,1.2349729295662233,1.1991979446711325,20.5,80.0,1.6593699514024631,0.9339800363187066,1.319318177962505,1.192204112183712,2015,24,17.0,70,90,0.25,0.81,3.74,297.97,-2494.82,0.34,0.51,0.24,0.12,0.26,0.36,1024.63,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,1,1,0.17,0.21,0.05,1.33,0,82.59,19.2,29.93,8.25,0,1.23,4.57,0.07,21.68,4.5,4.3,0,0,1.4816045409242156
175,0.31,1.1904122272269628,1.1991979446711325,31.0,45.0,0.30404492967161184,0.9339800363187066,0.30404492967161184,1.2859629212449377,54,35,27.0,40,50,0.31,1.09,4.92,297.88,-2495.33,0.46,0.55,0.32,0.11,0.23,0.23,830.89,5.85,20.19,1.81,30.97,32.95,36.08,1.3,23.77,90.36,11.15,1,1,0.21,0.24,0.03,1.16,0,82.23,19.61,30.39,8.94,0,1.25,3.9,0.06,21.45,3.84,4.19,0,0,0.27002713721306015
220,1.1,0.9746915498530025,1.2189924547979805,30.0,80.0,1.354232711182636,1.5344047534671337,1.5461337713420658,1.5461337713420658,243,35,25.0,70,90,0.44,2.03,5.98,301.0,-7492.9,0.55,0.74,0.26,0.22,0.48,0.4,569.17,5.93,21.42,2.0,31.9,16.34,51.81,1.29,22.64,90.2,10.7,1,1,0.32,0.34,0.02,1.06,1,1451.65,27.77,33.57,18.56,0,2.06,7.47,0.04,15.01,7.43,52.27,0,0,0.7419373447293773
482,3.91,1.3716297226915766,1.1991979446711325,20.5,80.0,1.6593699514024631,0.9339800363187066,1.319318177962505,1.192204112183712,1885,24,17.0,70,90,0.27,0.93,4.24,297.86,-2494.93,0.4,0.58,0.29,0.13,0.29,0.31,853.08,6.01,15.94,1.43,37.14,25.3,37.54,1.28,25.63,88.63,11.14,1,1,0.17,0.2,0.04,1.24,0,75.37,18.05,29.74,7.23,0,1.37,7.31,0.08,22.51,7.23,4.18,0,0,1.5912739418064292
1133,0.64,1.2181442100105444,1.2189924547979805,22.5,75.0,0.3702762328366751,1.079758296469405,1.0754915249177393,0.40241332399171675,729,30,15.0,65,85,0.41,1.51,4.96,301.29,-7492.92,0.45,0.6,0.28,0.13,0.32,0.29,697.84,5.71,24.92,3.45,32.93,35.66,31.44,1.29,25.92,89.45,7.22,1,1,0.19,0.2,0.0,1.05,0,993.02,27.78,34.92,17.93,0,1.84,5.77,0.08,16.99,5.69,35.74,0,0,0.49469624183610705
269,2.78,1.4469239383994352,1.1991979446711325,25.5,87.5,1.1023108130968968,0.7303806271907236,1.1023108130968968,1.8440447419140888,748,27,24.0,85,90,0.3,1.02,4.35,297.8,-2493.98,0.42,0.63,0.28,0.15,0.35,0.36,747.93,5.74,23.2,2.18,31.38,27.07,41.57,1.29,25.02,90.01,10.64,1,1,0.26,0.27,0.01,1.1,1,82.59,19.2,29.93,8.25,0,1.23,4.57,0.07,21.68,4.5,4.3,0,0,1.3297240096314962
156,1.78,1.5083334186281598,1.6116784597441043,25.0,72.5,1.1120259413151894,1.7523340285787994,1.1120259413151894,1.1120259413151894,278,30,20.0,60,85,0.31,0.82,3.24,302.95,16.64,0.28,0.35,0.21,0.06,0.13,0.21,928.55,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,1,1,0.32,0.33,0.01,1.06,1,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,2,1,1.0224509277025458
1037,7.46,1.3863086715765058,1.2189924547979805,16.0,85.0,1.7018840284699794,1.079758296469405,1.0754915249177393,1.5717819986173847,7739,22,10.0,75,95,0.36,1.67,5.01,301.49,-7492.91,0.34,0.49,0.15,0.16,0.34,0.49,696.78,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,1,1,0.23,0.27,0.04,1.26,1,1599.93,27.86,34.27,17.78,0,1.63,5.52,0.05,16.49,5.47,57.42,0,0,2.135349173618132
44,8.2,1.5170865896347903,1.6116784597441043,24.0,70.0,1.3593820706254796,1.7523340285787994,1.9142147196871888,1.4417184946776644,361,38,10.0,60,80,0.38,1.23,4.29,301.72,13.65,0.3,0.4,0.15,0.11,0.25,0.37,1095.3,5.63,23.44,2.78,31.52,30.48,38.0,1.29,23.17,90.2,8.43,1,1,0.2,0.29,0.09,1.54,1,668.31,28.98,42.19,15.6,56,2.57,6.27,0.08,26.59,6.19,23.06,2,1,2.2192034840549946
277,0.1,1.240588492925395,1.2189924547979805,30.0,80.0,1.354232711182636,1.5344047534671337,1.5461337713420658,1.5461337713420658,28,35,25.0,70,90,0.43,2.17,5.81,301.25,-7492.92,0.44,0.62,0.23,0.17,0.39,0.37,576.58,6.08,16.13,2.15,32.01,29.74,38.23,1.3,24.49,91.76,7.5,1,1,0.4,0.41,0.01,1.03,1,1626.4,27.89,35.28,17.48,2,1.23,5.03,0.02,17.8,5.01,58.31,1,0,0.09531017980432487
357,5.47,1.4293097030698978,1.2189924547979805,17.0,75.0,1.915090342655554,1.4768972278502244,1.915090342655554,1.2859629212449377,1954,24,10.0,60,90,0.37,1.36,4.98,301.51,-7492.97,0.47,0.63,0.29,0.15,0.33,0.33,690.45,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,1,1,0.41,0.59,0.19,1.49,1,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,0,0,1.8671761085128091
519,3.76,1.2975680662459645,1.2189924547979805,16.0,85.0,1.7018840284699794,1.079758296469405,1.0754915249177393,1.5717819986173847,1951,22,10.0,75,95,0.33,2.35,5.37,300.42,-7492.93,0.45,0.58,0.27,0.14,0.31,0.31,682.16,5.81,18.99,1.82,32.95,24.57,42.51,1.28,22.94,89.29,10.43,1,1,0.35,0.46,0.11,1.33,1,1080.92,27.74,34.2,18.34,0,2.06,7.47,0.15,15.86,7.32,38.97,0,0,1.5602476682433286
200,5.5,1.2975680662459645,1.6116784597441043,30.0,80.0,2.6791455542846143,1.7523340285787994,1.9142147196871888,2.6791455542846143,1099,35,25.0,70,90,0.26,1.5,3.74,302.15,14.2,0.24,0.25,0.2,0.02,0.05,0.1,976.75,5.81,18.99,1.82,32.95,24.57,42.51,1.28,22.94,89.29,10.43,1,1,0.23,0.33,0.1,1.53,1,485.51,29.43,43.88,15.04,64,2.54,6.63,0.04,28.84,6.59,16.5,2,1,1.8718021769015913
1358,3.41,1.3255050778801802,1.1991979446711325,20.5,80.0,1.6593699514024631,0.9339800363187066,1.319318177962505,1.192204112183712,4626,24,17.0,70,90,0.3,1.67,5.42,297.76,-2496.74,0.4,0.49,0.3,0.07,0.18,0.19,647.84,5.52,31.68,3.47,32.55,28.9,38.55,1.26,23.22,90.65,9.13,1,1,0.2,0.24,0.05,1.33,0,130.03,19.79,29.93,9.59,0,1.58,4.92,0.03,20.34,4.89,6.57,0,0,1.4838746894587547
319,1.64,0.9302820617693158,1.6116784597441043,16.0,67.5,1.3107581168062998,1.5344047534671337,1.3107581168062998,1.3107581168062998,523,22,10.0,60,75,0.37,1.15,4.1,302.56,16.79,0.23,0.34,0.05,0.13,0.29,0.58,1211.04,5.67,20.91,1.66,35.16,25.97,38.87,1.29,23.01,91.4,12.59,1,1,0.25,0.28,0.03,1.21,1,1134.36,27.39,36.32,14.02,10,2.4,6.22,0.12,22.3,6.1,41.41,1,0,0.9707789171582248
7754,4.41,1.5546106889696356,1.6116784597441043,30.0,75.0,1.7246577962814393,1.196807608531181,1.2685770170530783,1.3623176356363635,34193,40,20.0,70,80,0.31,0.87,3.27,303.4,16.5,0.24,0.27,0.21,0.03,0.07,0.12,1029.22,5.49,13.48,1.2,40.33,25.96,33.7,1.32,23.76,90.39,11.22,0,0,0.28,0.31,0.03,1.17,1,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,2,1,1.6882490928583902
811,3.53,1.1160949214731757,1.1991979446711325,20.0,60.0,1.7299900286510896,1.4768972278502244,1.4022535044360809,1.4022535044360809,2865,25,15.0,50,70,0.4,2.68,6.93,298.48,-2495.48,0.66,0.73,0.57,0.07,0.15,0.11,505.31,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,1,1,0.29,0.32,0.03,1.12,1,86.44,19.03,33.14,7.85,0,0.32,1.04,0.0,25.29,1.04,4.54,0,0,1.5107219394949425
550,0.56,1.0356788272781852,1.1991979446711325,17.5,77.5,1.2784290469029125,1.629274661934818,1.629274661934818,1.629274661934818,310,25,10.0,60,95,0.25,0.74,3.72,299.84,-2491.07,0.33,0.39,0.28,0.05,0.12,0.15,811.69,5.73,17.04,1.8,25.82,35.1,39.05,1.32,22.01,90.38,9.46,1,1,0.28,0.33,0.05,1.17,1,270.62,21.4,29.2,13.89,0,2.5,5.94,0.12,15.31,5.82,12.64,0,0,0.44468582126144574
48,0.29,1.4470782434604412,1.2189924547979805,15.0,90.0,0.3484356377745152,1.079758296469405,0.3484356377745152,0.7941072791098538,14,20,10.0,85,95,0.37,1.62,5.31,301.56,-7492.92,0.4,0.58,0.22,0.15,0.36,0.37,736.85,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,0,1,0.25,0.29,0.04,1.23,1,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,0,0,0.2546422183735807
2,11.0,1.4519737014447593,1.2189924547979805,23.5,61.0,1.6219247880810246,1.4768972278502244,1.2470237675920655,1.6219247880810246,22,32,15.0,52,70,0.41,1.5,5.03,301.07,-7492.92,0.38,0.6,0.15,0.2,0.46,0.54,788.54,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,1,1,0.22,0.25,0.03,1.2,1,913.65,27.94,34.8,18.46,0,2.24,7.91,0.03,16.34,7.88,32.7,0,0,2.4849066497880004
520,10.18,1.3092899680575298,1.1991979446711325,25.0,80.0,1.9801202769667234,1.629274661934818,1.629274661934818,1.629274661934818,5296,35,15.0,75,85,0.23,0.77,3.72,297.41,-2495.88,0.33,0.44,0.27,0.08,0.18,0.25,930.22,5.63,18.2,1.97,32.46,34.49,33.03,1.31,25.81,89.64,9.23,1,1,0.16,0.23,0.07,1.45,0,82.39,18.51,29.15,7.75,0,1.3,6.09,0.04,21.4,6.05,4.45,0,0,2.414126467726953
525,2.5,1.1522596262143072,1.6116784597441043,20.5,72.5,1.258348572167498,1.7523340285787994,1.9142147196871888,0.7941072791098538,1314,35,6.0,60,85,0.35,1.05,3.62,303.03,18.52,0.26,0.34,0.11,0.1,0.23,0.4,967.61,5.75,17.96,1.49,32.53,28.89,38.58,1.3,24.0,90.42,12.05,1,1,0.19,0.25,0.06,1.33,0,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,2,1,1.252762968495368
221,2.97,1.4519737014447593,1.2189924547979805,30.0,80.0,1.3566218605396905,1.53184307317204,1.5458777583788648,1.4417184946776644,657,35,25.0,70,90,0.41,1.5,5.03,301.07,-7492.92,0.38,0.6,0.15,0.2,0.46,0.54,788.54,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,1,1,0.22,0.26,0.04,1.23,1,913.65,27.94,34.8,18.46,0,2.24,7.91,0.03,16.34,7.88,32.7,0,0,1.3787660946990992
553,0.94,1.3255050778801802,1.1991979446711325,20.0,80.0,1.0322053374559923,1.4768972278502244,1.4022535044360809,1.4022535044360809,520,25,15.0,70,90,0.3,1.67,5.42,297.76,-2496.74,0.4,0.49,0.3,0.07,0.18,0.19,647.84,5.52,31.68,3.47,32.55,28.9,38.55,1.26,23.22,90.65,9.13,1,1,0.28,0.3,0.02,1.1,1,130.03,19.79,29.93,9.59,0,1.58,4.92,0.03,20.34,4.89,6.57,0,0,0.6626879730752367
15,2.07,1.463618376247392,1.1991979446711325,20.5,60.0,1.3274219324613663,1.0571454172937447,1.0571454172937447,1.192204112183712,31,27,14.0,50,70,0.3,1.23,4.5,297.55,-2494.81,0.42,0.62,0.23,0.19,0.39,0.44,707.45,5.89,15.26,1.56,33.84,29.64,36.52,1.33,25.07,91.4,9.78,1,1,0.22,0.25,0.03,1.18,1,91.4,19.22,30.9,9.17,0,1.19,3.59,0.04,21.73,3.55,4.76,0,0,1.1216775615991057
