District,month,year,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat
Satkhira,10,2022,0.4414534266673378,0.466329661440937,0.0249,1.054,Optimal
Habiganj,10,2022,0.3800361782307443,0.3841165518457758,0.0041,1.0081,Optimal
Moulvibazar,10,2022,0.3848362925863716,0.4043025376673334,0.0195,1.0479,Optimal
Sunamganj,10,2022,0.4060777851749036,0.404778355766331,-0.0013,0.9944,Optimal
Sylhet,10,2022,0.4290393278241008,0.435385547917414,0.0063,1.0124,Optimal
Bogura,10,2022,0.2818313510465599,0.3036808149833529,0.0218,1.0737,Optimal
Joypurhat,10,2022,0.2800154471790398,0.2979959015138856,0.018,1.0604,Optimal
Naogaon,10,2022,0.2874352747431167,0.3128217404038084,0.0254,1.0845,Optimal
Natore,10,2022,0.2896878411235526,0.3062370679801023,0.0165,1.0535,Optimal
Chapai Nawabganj,10,2022,0.2540970381958135,0.276096200385472,0.022,1.0823,Optimal
Pabna,10,2022,0.3218877790894387,0.3280815765253576,0.0062,1.0161,Optimal
Rajshahi,10,2022,0.2931188521091474,0.3159421221933427,0.0228,1.0742,Optimal
Sirajganj,10,2022,0.2916519264944866,0.3102787075732721,0.0186,1.0602,Optimal
Dinajpur,10,2022,0.2772330099953308,0.2871632422597724,0.0099,1.0321,Optimal
Gaibandha,10,2022,0.2807465163033725,0.3048896472178464,0.0241,1.0821,Optimal
Kurigram,10,2022,0.3313307546660167,0.3538068966364734,0.0225,1.0646,Optimal
Lalmonirhat,10,2022,0.2839317196687499,0.2682822183332889,-0.0156,0.9416,Optimal
Nilphamari,10,2022,0.2749639089485916,0.2518691886641487,-0.0231,0.9127,Optimal
Panchagar,10,2022,0.3684204516779486,0.3686992056986167,0.0003,0.998,Optimal
Rangpur,10,2022,0.2697042544642541,0.2701746128469299,0.0005,0.998,Optimal
Thakurgaon,10,2022,0.3287964526128,0.3367396551235091,0.0079,1.0211,Optimal
Barguna,10,2022,0.4849097255897728,0.5108084935601483,0.0259,1.0512,Optimal
Barishal,11,2022,0.3371171201519523,0.3725347106838146,0.0354,1.1018,Optimal
Bhola,11,2022,0.2991220846142161,0.3334752485485526,0.0344,1.1111,Optimal
Jhallokati,11,2022,0.2889655760376416,0.3328274740663097,0.0439,1.1478,Optimal
Patuakhali,11,2022,0.361771910725115,0.4004313895339643,0.0387,1.1038,Optimal
Pirojpur,11,2022,0.3104506207321105,0.3521074188988213,0.0417,1.1305,Optimal
Bandarban,11,2022,0.2754826347405794,0.3137086644272055,0.0382,1.1346,Optimal
Brahmanbaria,11,2022,0.2967474409886638,0.3271539838085721,0.0304,1.0988,Optimal
Chandpur,11,2022,0.3016223382052718,0.3222445632578158,0.0206,1.0648,Optimal
Chattogram,11,2022,0.2466443392335587,0.2887710974338869,0.0421,1.1661,Optimal
Cumilla,11,2022,0.2977094384165842,0.3188767030035556,0.0212,1.0675,Optimal
CoxsBazar,11,2022,0.2520043044193331,0.2892360733506567,0.0372,1.1432,Optimal
Feni,11,2022,0.2681360865853778,0.2988971559041567,0.0308,1.1106,Optimal
Khagrachari,11,2022,0.2886833649140068,0.3209931623657727,0.0323,1.1081,Optimal
Lakshmipur,11,2022,0.2909642218724861,0.3012276854969892,0.0103,1.0317,Optimal
Noakhali,11,2022,0.2700039091141423,0.2935350895599519,0.0235,1.0831,Optimal
Rangamati,11,2022,0.2780606536469293,0.3142394928849765,0.0362,1.1261,Optimal
Dhaka,11,2022,0.2983656145009735,0.3327368395691747,0.0344,1.1115,Optimal
Faridpur,11,2022,0.3429887641541457,0.4103466345509325,0.0674,1.1929,Optimal
Gazipur,11,2022,0.3463378630153343,0.3653272286280095,0.019,1.0518,Optimal
Gopalganj,11,2022,0.5215708948295078,0.8065757383235077,0.285,1.5435,Optimal
Jamalpur,11,2022,0.2176187308493491,0.2541796383107122,0.0366,1.1627,Optimal
Kishoreganj,11,2022,0.2847724900936755,0.3238992081143716,0.0391,1.1334,Optimal
Madaripur,11,2022,0.3563672089328369,0.408864973056497,0.0525,1.1441,Optimal
Manikganj,11,2022,0.2414188636015661,0.2804650535587198,0.039,1.1569,Optimal
Munshiganj,11,2022,0.2721396269562378,0.3008712890350129,0.0287,1.1015,Optimal
Mymensingh,11,2022,0.2759890390673338,0.3054674775061939,0.0295,1.1028,Optimal
Narayanganj,11,2022,0.3106882857907679,0.3408731785597533,0.0302,1.0936,Optimal
Narsingdi,11,2022,0.3121774545882798,0.3432882372738477,0.0311,1.0961,Optimal
Netrokona,11,2022,0.2999816867930867,0.3249244345790087,0.0249,1.0795,Optimal
Rajbari,11,2022,0.2350092231267418,0.277900086191397,0.0429,1.1775,Optimal
Shariatpur,11,2022,0.3360776058576664,0.3701255577729969,0.034,1.098,Optimal
Sherpur,11,2022,0.2409307381581809,0.2747191953351395,0.0338,1.1355,Optimal
Tangail,11,2022,0.2930031461912192,0.3162700904372957,0.0233,1.0757,Optimal
Bagerhat,11,2022,0.4231281408258139,0.4873105463090414,0.0642,1.149,Optimal
Chuadanga,11,2022,0.2114787710027778,0.2563495351634948,0.0449,1.2065,Optimal
Jashore,11,2022,0.2626970205999834,0.3483273081096016,0.0856,1.3209,Optimal
Jhenaidah,11,2022,0.2350967712220432,0.2747443276794685,0.0396,1.1637,Optimal
Khulna,11,2022,0.4313770712800402,0.5182536257200523,0.0869,1.1986,Optimal
Kushtia,11,2022,0.1911014295457895,0.2386122673966836,0.0475,1.2421,Moderate
Magura,11,2022,0.2612631092559432,0.3006569495132963,0.0394,1.1464,Optimal
Meherpur,11,2022,0.1951836537065044,0.2466859774531856,0.0515,1.2574,Moderate
Narail,11,2022,0.4173346315933149,0.6109692286263003,0.1936,1.4605,Optimal
Satkhira,11,2022,0.3857845420520657,0.4247823779486503,0.039,1.0982,Optimal
Habiganj,11,2022,0.2990906002849782,0.3247591551703246,0.0257,1.0822,Optimal
Moulvibazar,11,2022,0.3028337279496688,0.3459555594877302,0.0431,1.1386,Optimal
Sunamganj,11,2022,0.3423267787158813,0.3456328878697156,0.0033,1.0067,Optimal
Sylhet,11,2022,0.3652375116376125,0.3789965893619613,0.0138,1.0348,Optimal
Bogura,11,2022,0.2173365536164347,0.2540157169462844,0.0367,1.1634,Optimal
Joypurhat,11,2022,0.2141545884556822,0.2417627021048095,0.0276,1.1237,Moderate
Naogaon,11,2022,0.2137915453122508,0.2551668573753266,0.0414,1.188,Optimal
Natore,11,2022,0.217477252821406,0.2568062998852937,0.0393,1.1754,Optimal
Chapai Nawabganj,11,2022,0.188423515235319,0.2261053860046583,0.0377,1.1937,Moderate
Pabna,11,2022,0.267813342569084,0.30027452924255,0.0325,1.117,Optimal
Rajshahi,11,2022,0.2224892010677518,0.2608600390304918,0.0384,1.1672,Optimal
Sirajganj,11,2022,0.2394002421958809,0.2807448377853626,0.0413,1.1678,Optimal
Dinajpur,11,2022,0.2157828780981372,0.2343661037111093,0.0186,1.0811,Moderate
Gaibandha,11,2022,0.2083867469851167,0.250565750528826,0.0422,1.1967,Optimal
Kurigram,11,2022,0.2486926332566124,0.2938402052000394,0.0451,1.1768,Optimal
Lalmonirhat,11,2022,0.2097541488868422,0.2175816247638618,0.0078,1.0324,Moderate
Nilphamari,11,2022,0.2026356937889303,0.2037834269013951,0.0011,1.0007,Moderate
Panchagar,11,2022,0.272709102070665,0.2862050447909604,0.0135,1.0457,Optimal
Rangpur,11,2022,0.2055072742790654,0.2191336029131958,0.0136,1.0611,Moderate
Thakurgaon,11,2022,0.2435824446404844,0.2672186179438623,0.0236,1.0926,Optimal
Barguna,11,2022,0.4347375179452029,0.4657031881085636,0.031,1.0688,Optimal
Barishal,12,2022,0.2655655845961477,0.3066346876100153,0.0411,1.1503,Optimal
Bhola,12,2022,0.232158475650129,0.2737796916528854,0.0416,1.1742,Optimal
Jhallokati,12,2022,0.2253805233431086,0.2681495126411407,0.0428,1.1845,Optimal
Patuakhali,12,2022,0.2851744831271231,0.3330465554501662,0.0479,1.1638,Optimal
Pirojpur,12,2022,0.254747475645428,0.2919870731288322,0.0372,1.1417,Optimal
Bandarban,12,2022,0.2200662967101674,0.2695544153429279,0.0495,1.2193,Optimal
Brahmanbaria,12,2022,0.2236523415264852,0.2711208845656795,0.0475,1.2068,Optimal
Chandpur,12,2022,0.2329227338221912,0.2700748130831183,0.0372,1.1545,Optimal
Chattogram,12,2022,0.1759980509825319,0.2306298748837114,0.0546,1.303,Moderate
Cumilla,12,2022,0.2366912876067647,0.2750391023098773,0.0383,1.1571,Optimal
CoxsBazar,12,2022,0.1795675910132773,0.2321541383563675,0.0526,1.2857,Moderate
Feni,12,2022,0.1977196221565045,0.244055384543423,0.0463,1.2281,Moderate
Khagrachari,12,2022,0.2403967489890002,0.2786038431438649,0.0382,1.1541,Optimal
Lakshmipur,12,2022,0.2280058748424144,0.256184725644651,0.0282,1.1187,Optimal
Noakhali,12,2022,0.1986395450352583,0.2354923344927875,0.0369,1.1796,Moderate
Rangamati,12,2022,0.2237834406624454,0.2701220399194473,0.0463,1.2017,Optimal
Dhaka,12,2022,0.2265414616677626,0.2706836018593642,0.0441,1.1896,Optimal
Faridpur,12,2022,0.2563177721444211,0.3455607828732415,0.0892,1.3429,Optimal
Gazipur,12,2022,0.2682627717449535,0.2993818686605813,0.0311,1.1119,Optimal
Gopalganj,12,2022,0.4145545601791601,0.7453502248717802,0.3308,1.7936,Optimal
Jamalpur,12,2022,0.1767776630934139,0.2148978654957375,0.0381,1.2088,Moderate
Kishoreganj,12,2022,0.1985584658832938,0.2563109158099671,0.0578,1.2844,Optimal
Madaripur,12,2022,0.2807294480163942,0.3434338350187649,0.0627,1.219,Optimal
Manikganj,12,2022,0.1790844854036844,0.2272696608989876,0.0482,1.262,Moderate
Munshiganj,12,2022,0.2066168309667441,0.2432143050763341,0.0366,1.1715,Moderate
Mymensingh,12,2022,0.2120312895816955,0.2523347771589489,0.0403,1.1845,Optimal
Narayanganj,12,2022,0.2487201115536799,0.280912095618958,0.0322,1.1249,Optimal
Narsingdi,12,2022,0.2388550969694402,0.2771805169936593,0.0383,1.1556,Optimal
Netrokona,12,2022,0.2252163334059377,0.2716713698596321,0.0465,1.2009,Optimal
Rajbari,12,2022,0.1668105868057303,0.2249199125905884,0.0581,1.3403,Moderate
Shariatpur,12,2022,0.2643210965685728,0.3043596253629761,0.04,1.1471,Optimal
Sherpur,12,2022,0.1750836170009832,0.2255321668375165,0.0504,1.2808,Moderate
Tangail,12,2022,0.2307229677222853,0.2632614312765998,0.0325,1.1361,Optimal
Bagerhat,12,2022,0.3416258751565275,0.4184658655533775,0.0768,1.2213,Optimal
Chuadanga,12,2022,0.163171903281232,0.2288597128659187,0.0657,1.394,Moderate
Jashore,12,2022,0.1878304204803207,0.3050361761404464,0.1172,1.6154,Optimal
Jhenaidah,12,2022,0.165951559734657,0.2376611359460468,0.0717,1.4235,Moderate
Khulna,12,2022,0.3448721089320301,0.4520756248950928,0.1072,1.3071,Optimal
Kushtia,12,2022,0.1525667231962808,0.2063713834398531,0.0538,1.3439,Moderate
Magura,12,2022,0.183094867851582,0.2526442712325644,0.0695,1.3724,Optimal
Meherpur,12,2022,0.1672687188848372,0.2245623874087488,0.0573,1.3345,Moderate
Narail,12,2022,0.3279393931018826,0.5582331053289286,0.2303,1.6971,Optimal
Satkhira,12,2022,0.3041488313652158,0.3621776251804376,0.058,1.1869,Optimal
Habiganj,12,2022,0.2178159019411886,0.2661068596637559,0.0483,1.2161,Optimal
Moulvibazar,12,2022,0.2311784571547888,0.2842418371636322,0.0531,1.2242,Optimal
Sunamganj,12,2022,0.2762393408227113,0.3070550796134852,0.0308,1.1075,Optimal
Sylhet,12,2022,0.3076137478079596,0.3418799062166706,0.0343,1.1078,Optimal
Bogura,12,2022,0.1706778285333588,0.2206033406521526,0.0499,1.285,Moderate
Joypurhat,12,2022,0.1665554045517366,0.2118514490258563,0.0453,1.2644,Moderate
Naogaon,12,2022,0.1536920802727822,0.2213060578770436,0.0676,1.4306,Moderate
Natore,12,2022,0.1553221344055227,0.2206973378221499,0.0654,1.4118,Moderate
Chapai Nawabganj,12,2022,0.1426552404941726,0.1966222472806008,0.054,1.3687,Moderate
Pabna,12,2022,0.2029940017201484,0.2533021127249718,0.0503,1.2417,Optimal
Rajshahi,12,2022,0.1839778171458714,0.2316992810451957,0.0477,1.2526,Moderate
Sirajganj,12,2022,0.1746058832562041,0.2319289376158635,0.0573,1.3207,Moderate
Dinajpur,12,2022,0.1692238873395596,0.2047126562508296,0.0355,1.2026,Moderate
Gaibandha,12,2022,0.177007115642914,0.2218995520657759,0.0449,1.2466,Moderate
Kurigram,12,2022,0.2066392049831352,0.2542331565672743,0.0476,1.2244,Optimal
Lalmonirhat,12,2022,0.1743599250682156,0.1863170470177984,0.012,1.0625,Moderate
Nilphamari,12,2022,0.1680289823755127,0.1735718113861019,0.0055,1.0269,Moderate
Panchagar,12,2022,0.2182979713924987,0.2447522999303655,0.0265,1.1161,Moderate
Rangpur,12,2022,0.1789458434338109,0.1932077062193687,0.0143,1.0737,Moderate
Thakurgaon,12,2022,0.1912125769362015,0.2293845212139094,0.0382,1.1934,Moderate
Barguna,12,2022,0.3561683438969825,0.3970284867522959,0.0409,1.1116,Optimal
