Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Year,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat
0,#DIV/0!,Magura,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,558.92,29.277131147540985,43.33,15.19,58,2.47672131147541,6.36,0.08,2022,28.14,6.28,19.09,High Risk,1
13736,2.142617938,Manikganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,29431,34,20.0,60,85,841.36,28.802213114754096,41.68,15.46,49,2.4510655737704914,6.49,0.11,2022,26.22,6.38,29.21,High Risk,1
0,#DIV/0!,Meherpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,424.36,29.86918032786885,43.6,15.07,77,2.4805737704918034,6.96,0.16,2022,28.53,6.8,14.21,High Risk,1
0,#DIV/0!,Moulvibazar,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,2078.94,27.40467213114754,36.89,13.58,15,1.5492622950819672,4.69,0.09,2022,23.31,4.6,75.86,Moderate Risk,0
10584,2.193783069,Munshiganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,23219,34,20.0,60,85,896.28,28.457131147540984,40.07,15.89,41,2.7607377049180326,6.78,0.13,2022,24.18,6.65,31.49,High Risk,1
0,#DIV/0!,Mymensingh,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1997.22,27.314098360655738,37.3,15.39,15,1.924918032786885,6.08,0.13,2022,21.91,5.95,73.12,Moderate Risk,0
2419,2.442744936,Naogaon,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,5909,34,20.0,60,85,596.69,29.1905737704918,42.27,13.63,68,2.2068032786885245,6.02,0.07,2022,28.64,5.95,20.44,High Risk,1
0,#DIV/0!,Narail,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1997.22,27.314098360655738,37.3,15.39,15,1.924918032786885,6.08,0.13,2022,21.91,5.95,73.12,Moderate Risk,0
0,#DIV/0!,Narayanganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,896.28,28.457131147540984,40.07,15.89,41,2.7607377049180326,6.78,0.13,2022,24.18,6.65,31.49,High Risk,1
0,#DIV/0!,Narsingdi,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,0.09,2022,25.43,6.21,36.58,High Risk,1
21198,2.466411926,Natore,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,52283,34,20.0,60,85,471.39,29.696393442622952,42.83,14.55,72,2.339508196721312,6.74,0.09,2022,28.28,6.65,15.87,High Risk,1
0,#DIV/0!,Netrokona,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1997.22,27.314098360655738,37.3,15.39,15,1.924918032786885,6.08,0.13,2022,21.91,5.95,73.12,Moderate Risk,0
3210,3.483800623,Nilphamari,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,11183,34,20.0,60,85,1334.64,27.74262295081968,38.63,13.13,28,1.8755737704918032,7.13,0.01,2022,25.5,7.12,48.11,High Risk,1
0,#DIV/0!,Noakhali,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1243.4,28.06844262295082,32.74,18.65,0,4.176393442622951,8.21,0.16,2022,14.09,8.05,44.3,Low Risk,0
90,2.744444444,Pabna,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,247,34,20.0,60,85,638.57,29.175901639344264,42.43,15.23,53,2.4836065573770494,6.75,0.12,2022,27.2,6.63,21.89,High Risk,1
2498,3.470376301,Panchagar,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,8669,34,20.0,60,85,1568.31,27.17926229508197,37.17,14.66,17,1.619344262295082,6.43,0.04,2022,22.51,6.39,57.7,High Risk,0
0,#DIV/0!,Patuakhali,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1663.21,28.106803278688528,33.74,19.66,0,3.684180327868853,7.13,0.09,2022,14.08,7.04,59.17,Low Risk,0
0,#DIV/0!,Pirojpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,0.04,2022,25.25,5.82,22.73,High Risk,1
34,2.352941176,Rajbari,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,80,34,20.0,60,85,558.92,29.277131147540985,43.33,15.19,58,2.47672131147541,6.36,0.08,2022,28.14,6.28,19.09,High Risk,1
22695,2.658735404,Rajshahi,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,60340,34,20.0,60,85,471.39,29.696393442622952,42.83,14.55,72,2.339508196721312,6.74,0.09,2022,28.28,6.65,15.87,High Risk,1
500,1.336,Rangamati,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,668,34,20.0,60,85,1205.62,27.631311475409834,36.72,15.16,4,2.856229508196721,6.45,0.12,2022,21.56,6.33,43.63,Moderate Risk,0
23269,3.127422751,Rangpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,72772,34,20.0,60,85,1198.2,28.210163934426227,38.3,13.81,31,2.29344262295082,5.95,0.08,2022,24.49,5.87,42.47,High Risk,1
10,3.2,Satkhira,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,32,34,20.0,60,85,441.07,29.42827868852459,42.85,15.91,64,2.1515573770491803,5.36,0.14,2022,26.94,5.22,14.99,High Risk,1
0,#DIV/0!,Shariatpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,897.09,28.29688524590164,38.75,16.37,34,2.7896721311475408,6.68,0.12,2022,22.38,6.56,31.7,High Risk,1
136,3.514705882,Sherpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,478,34,20.0,60,85,1278.22,28.15696721311476,38.88,14.97,37,2.281475409836065,6.66,0.04,2022,23.91,6.62,45.39,High Risk,1
305,2.249180328,Sirajganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,686,34,20.0,60,85,1038.79,28.663278688524592,41.07,15.07,48,2.3401639344262297,6.82,0.09,2022,26.0,6.73,36.24,High Risk,1
0,#DIV/0!,Sunamganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,3216.48,26.80155737704918,36.2,14.8,5,1.693032786885246,6.12,0.11,2022,21.4,6.01,120.01,Moderate Risk,0
0,#DIV/0!,Sylhet,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,2078.94,27.40467213114754,36.89,13.58,15,1.5492622950819672,4.69,0.09,2022,23.31,4.6,75.86,Moderate Risk,0
0,#DIV/0!,Tangail,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,1038.79,28.663278688524592,41.07,15.07,48,2.3401639344262297,6.82,0.09,2022,26.0,6.73,36.24,High Risk,1
52049,2.593844262,Thakurgaon,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,135007,34,20.0,60,85,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,0.09,2022,25.43,6.21,36.58,High Risk,1
421,2.247030879,Bagerhat,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,946,27,14.0,50,70,220.43,19.631500000000003,30.58,8.35,0,1.4529166666666666,4.33,0.04,2022,22.23,4.29,11.23,Low Risk,0
373,1.461126005,Bandarban,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,545,27,14.0,50,70,81.51,18.951083333333333,31.46,7.86,0,0.314,1.03,0.0,2022,23.6,1.03,4.3,Low Risk,0
126,1.436507937,Barguna,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,181,27,14.0,50,70,229.52,20.84725,30.34,11.07,0,1.7281666666666666,4.26,0.11,2022,19.27,4.15,11.01,Low Risk,0
660,2,Barishal,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1320,27,14.0,50,70,208.71,20.131916666666665,29.78,10.33,0,1.8484166666666664,5.17,0.04,2022,19.45,5.13,10.37,Low Risk,0
1954,2.688843398,Bhola,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,5254,27,14.0,50,70,270.62,21.40383333333333,29.2,13.89,0,2.49725,5.94,0.12,2022,15.31,5.82,12.64,Low Risk,0
17441,3.050283814,Bogura,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,53200,27,14.0,50,70,83.29,18.81775,29.65,7.78,0,1.3842500000000002,6.64,0.04,2022,21.87,6.6,4.43,Low Risk,0
233,1.454935622,Brahmanbaria,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,339,27,14.0,50,70,70.13,19.586666666666662,30.32,9.05,0,1.0854166666666667,3.64,0.01,2022,21.27,3.63,3.58,Low Risk,0
11951,2.890051042,Chandpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,34539,27,14.0,50,70,130.03,19.78575,29.93,9.59,0,1.5768333333333333,4.92,0.03,2022,20.34,4.89,6.57,Low Risk,0
14687,2.858786682,Chapai Nawabganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,41987,27,14.0,50,70,67.62,18.76183333333333,31.13,7.74,0,1.5725,5.4,0.03,2022,23.39,5.37,3.6,Low Risk,0
66,2.590909091,Chattogram,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,171,27,14.0,50,70,98.78,20.408583333333336,31.75,9.62,0,1.6609166666666666,4.45,0.08,2022,22.13,4.37,4.84,Low Risk,0
117887,4.386955305,Chuadanga,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,517165,27,14.0,50,70,87.14999999999999,19.163083333333336,30.34,7.12,0,1.4136666666666666,4.92,0.06,2022,23.22,4.86,4.55,Low Risk,0
200,2.12,Coxsbazar,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,424,27,14.0,50,70,176.62,22.689,29.76,16.47,0,3.071333333333333,6.37,0.03,2022,13.29,6.34,7.78,Low Risk,0
23305,2.450761639,Cumilla,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,57115,27,14.0,50,70,73.68,19.19066666666667,30.34,8.36,0,1.0931666666666666,3.32,0.02,2022,21.98,3.3,3.84,Low Risk,0
10394,2.740908216,Dhaka,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,28489,27,14.0,50,70,82.23,19.61058333333333,30.39,8.94,0,1.2454166666666666,3.9,0.06,2022,21.45,3.84,4.19,Low Risk,0
152992,3.562369274,Dinajpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,545014,27,14.0,50,70,75.37,18.04758333333333,29.74,7.23,0,1.368083333333333,7.31,0.08,2022,22.51,7.23,4.18,Low Risk,0
797,2.213299875,Faridpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1764,27,14.0,50,70,106.1,19.4835,30.43,8.4,0,1.4433333333333331,5.01,0.07,2022,22.03,4.94,5.45,Low Risk,0
184,2.902173913,Feni,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,534,27,14.0,50,70,89.25,19.2125,30.48,8.14,0,1.37425,3.58,0.08,2022,22.34,3.5,4.65,Low Risk,0
32955,3.212380519,Gaibandha,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,105864,27,14.0,50,70,82.59,19.20083333333333,29.93,8.25,0,1.225,4.57,0.07,2022,21.68,4.5,4.3,Low Risk,0
6,1.666666667,Gazipur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,10,27,14.0,50,70,82.23,19.61058333333333,30.39,8.94,0,1.2454166666666666,3.9,0.06,2022,21.45,3.84,4.19,Low Risk,0
88,2.863636364,Gopalganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,252,27,14.0,50,70,149.59,19.406916666666667,30.54,7.96,0,1.3698333333333332,4.8,0.05,2022,22.58,4.75,7.71,Low Risk,0
27,1.444444444,Habiganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,39,27,14.0,50,70,82.88,19.647166666666667,30.51,8.62,0,1.0488333333333333,4.36,0.03,2022,21.89,4.33,4.22,Low Risk,0
27683,4.108008525,Jamalpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,113722,27,14.0,50,70,82.59,19.20083333333333,29.93,8.25,0,1.225,4.57,0.07,2022,21.68,4.5,4.3,Low Risk,0
1394,3.233142037,Jashore,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,4507,27,14.0,50,70,127.01,19.33708333333333,30.76,7.52,0,1.347,4.74,0.03,2022,23.24,4.71,6.57,Low Risk,0
1095,2.19543379,Jhallokati,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,2404,27,14.0,50,70,220.43,19.631500000000003,30.58,8.35,0,1.4529166666666666,4.33,0.04,2022,22.23,4.29,11.23,Low Risk,0
43029,3.984405866,Jhenaidah,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,171445,27,14.0,50,70,101.19,19.232916666666664,30.32,7.6,0,1.4094166666666663,4.93,0.06,2022,22.72,4.87,5.26,Low Risk,0
817,3.461444308,Joypurhat,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,2828,27,14.0,50,70,73.46000000000001,18.282833333333333,30.31,7.21,0,1.37525,6.18,0.09,2022,23.1,6.09,4.02,Low Risk,0
1062,2.04519774,Khagrachari,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,2172,27,14.0,50,70,86.44,19.02883333333333,33.14,7.85,0,0.3234166666666667,1.04,0.0,2022,25.29,1.04,4.54,Low Risk,0
203,2.871921182,Khulna,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,583,27,14.0,50,70,127.01,19.33708333333333,30.76,7.52,0,1.347,4.74,0.03,2022,23.24,4.71,6.57,Low Risk,0
13926,3.099310642,Kishoreganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,43161,27,14.0,50,70,79.21,19.376166666666663,30.48,8.63,0,1.1385833333333333,4.29,0.01,2022,21.85,4.28,4.09,Low Risk,0
16200,3.302962963,Kurigram,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,53508,27,14.0,50,70,82.39,18.50783333333333,29.15,7.75,0,1.2979166666666666,6.09,0.04,2022,21.4,6.05,4.45,Low Risk,0
23472,4.03889741,Kushtia,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,94801,27,14.0,50,70,91.4,19.20508333333333,30.12,7.92,0,1.4246666666666667,5.1,0.04,2022,22.2,5.06,4.76,Low Risk,0
0,#DIV/0!,Lakshmipur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,0,27,14.0,50,70,130.03,19.78575,29.93,9.59,0,1.5768333333333333,4.92,0.03,2022,20.34,4.89,6.57,Low Risk,0
71196,3.621818641,Lalmonirhat,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,257859,27,14.0,50,70,82.39,18.50783333333333,29.15,7.75,0,1.2979166666666666,6.09,0.04,2022,21.4,6.05,4.45,Low Risk,0
568,3.790492958,Madaripur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,2153,27,14.0,50,70,149.59,19.406916666666667,30.54,7.96,0,1.3698333333333332,4.8,0.05,2022,22.58,4.75,7.71,Low Risk,0
155,3.303225806,Magura,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,512,27,14.0,50,70,101.19,19.232916666666664,30.32,7.6,0,1.4094166666666663,4.93,0.06,2022,22.72,4.87,5.26,Low Risk,0
39569,3.337107331,Manikganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,132046,27,14.0,50,70,91.45,19.44533333333333,30.56,8.4,0,1.3493333333333333,4.2,0.07,2022,22.16,4.13,4.7,Low Risk,0
28300,4.413992933,Meherpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,124916,27,14.0,50,70,80.82000000000001,19.0145,30.41,7.46,0,1.4605833333333331,4.88,0.07,2022,22.95,4.81,4.25,Low Risk,0
2,3.5,Moulvibazar,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,7,27,14.0,50,70,83.51,19.111666666666668,30.34,8.06,0,0.9328333333333332,3.7,0.01,2022,22.28,3.69,4.37,Low Risk,0
721,2.67961165,Munshiganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1932,27,14.0,50,70,96.21,19.6385,30.15,9.31,0,1.3990833333333337,4.12,0.08,2022,20.84,4.04,4.9,Low Risk,0
290,3.5,Mymensingh,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1015,27,14.0,50,70,80.15,19.223333333333336,29.93,7.98,0,1.1035,4.02,0.01,2022,21.95,4.01,4.17,Low Risk,0
14819,3.748093664,Naogaon,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,55543,27,14.0,50,70,73.46000000000001,18.282833333333333,30.31,7.21,0,1.37525,6.18,0.09,2022,23.1,6.09,4.02,Low Risk,0
301,3.524916944,Narail,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1061,27,14.0,50,70,80.15,19.223333333333336,29.93,7.98,0,1.1035,4.02,0.01,2022,21.95,4.01,4.17,Low Risk,0
65,3.215384615,Narayanganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,209,27,14.0,50,70,96.21,19.6385,30.15,9.31,0,1.3990833333333337,4.12,0.08,2022,20.84,4.04,4.9,Low Risk,0
39,2.58974359,Narsingdi,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,101,27,14.0,50,70,82.23,19.61058333333333,30.39,8.94,0,1.2454166666666666,3.9,0.06,2022,21.45,3.84,4.19,Low Risk,0
11500,3.425478261,Natore,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,39393,27,14.0,50,70,75.78,18.654,30.4,7.51,0,1.4068333333333334,5.11,0.13,2022,22.89,4.98,4.06,Low Risk,0
0,#DIV/0!,Netrokona,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,0,27,14.0,50,70,80.15,19.223333333333336,29.93,7.98,0,1.1035,4.02,0.01,2022,21.95,4.01,4.17,Low Risk,0
56777,4.236310478,Nilphamari,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,240525,27,14.0,50,70,73.57000000000001,17.97491666666667,29.3,7.09,0,1.2875,7.48,0.03,2022,22.21,7.45,4.09,Low Risk,0
256,3.1171875,Noakhali,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,798,27,14.0,50,70,112.63,21.48633333333333,29.56,12.97,0,2.690583333333333,7.12,0.06,2022,16.59,7.06,5.24,Low Risk,0
1710,2.819883041,Pabna,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,4822,27,14.0,50,70,91.4,19.20508333333333,30.12,7.92,0,1.4246666666666667,5.1,0.04,2022,22.2,5.06,4.76,Low Risk,0
64720,4.201297899,Panchagar,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,271908,27,14.0,50,70,64.71000000000001,18.49683333333333,28.88,8.75,0,1.1396666666666666,6.48,0.01,2022,20.13,6.47,3.5,Low Risk,0
112,1.491071429,Patuakhali,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,167,27,14.0,50,70,270.62,21.40383333333333,29.2,13.89,0,2.49725,5.94,0.12,2022,15.31,5.82,12.64,Low Risk,0
533,1.866791745,Pirojpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,995,27,14.0,50,70,220.43,19.631500000000003,30.58,8.35,0,1.4529166666666666,4.33,0.04,2022,22.23,4.29,11.23,Low Risk,0
695,2.998561151,Rajbari,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,2084,27,14.0,50,70,101.19,19.232916666666664,30.32,7.6,0,1.4094166666666663,4.93,0.06,2022,22.72,4.87,5.26,Low Risk,0
17226,3.345698363,Rajshahi,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,57633,27,14.0,50,70,75.78,18.654,30.4,7.51,0,1.4068333333333334,5.11,0.13,2022,22.89,4.98,4.06,Low Risk,0
554,2.124548736,Rangamati,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,1177,27,14.0,50,70,98.78,20.408583333333336,31.75,9.62,0,1.6609166666666666,4.45,0.08,2022,22.13,4.37,4.84,Low Risk,0
44132,3.241616061,Rangpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,143059,27,14.0,50,70,85.09,18.74625,29.18,7.74,0,1.4260833333333334,7.0,0.06,2022,21.44,6.94,4.54,Low Risk,0
146,2.828767123,Satkhira,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,413,27,14.0,50,70,158.44,19.825916666666668,32.43,8.31,0,1.2484166666666667,3.91,0.11,2022,24.12,3.8,7.99,Low Risk,0
32,3.09375,Shariatpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,99,27,14.0,50,70,130.03,19.78575,29.93,9.59,0,1.5768333333333333,4.92,0.03,2022,20.34,4.89,6.57,Low Risk,0
1922,2.475026015,Sherpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,4757,27,14.0,50,70,82.59,19.20083333333333,29.93,8.25,0,1.225,4.57,0.07,2022,21.68,4.5,4.3,Low Risk,0
30236,3.451316312,Sirajganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,104354,27,14.0,50,70,85.72,19.21658333333333,30.4,8.23,0,1.3789166666666666,4.37,0.01,2022,22.17,4.36,4.46,Low Risk,0
15,2.066666667,Sunamganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,31,27,14.0,50,70,91.4,19.216166666666663,30.9,9.17,0,1.1945,3.59,0.04,2022,21.73,3.55,4.76,Low Risk,0
29,1.827586207,Sylhet,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,53,27,14.0,50,70,83.51,19.111666666666668,30.34,8.06,0,0.9328333333333332,3.7,0.01,2022,22.28,3.69,4.37,Low Risk,0
7685,2.931554977,Tangail,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,22529,27,14.0,50,70,85.72,19.21658333333333,30.4,8.23,0,1.3789166666666666,4.37,0.01,2022,22.17,4.36,4.46,Low Risk,0
69266,2.991727543,Thakurgaon,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,207225,27,14.0,50,70,82.23,19.61058333333333,30.39,8.94,0,1.2454166666666666,3.9,0.06,2022,21.45,3.84,4.19,Low Risk,0
0,#DIV/0!,Bagerhat,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,0.04,2022,25.25,5.82,22.73,High Risk,1
1022,0.3238747554,Bandarban,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,331,35,20.0,80,90,1122.24,26.3438524590164,37.14,12.88,24,0.1083606557377049,0.93,0.0,2022,24.26,0.93,42.6,High Risk,0
0,#DIV/0!,Barguna,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,0.06,2022,17.7,5.32,30.71,Moderate Risk,0
190,0.4210526316,Barishal,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,80,35,20.0,80,90,1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,0.07,2022,19.8,6.37,35.44,High Risk,0
0,#DIV/0!,Bhola,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1663.21,28.106803278688528,33.74,19.66,0,3.684180327868853,7.13,0.09,2022,14.08,7.04,59.17,Low Risk,0
1,1,Bogura,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,1,35,20.0,80,90,895.25,28.693032786885247,40.21,14.25,47,2.442459016393443,6.82,0.06,2022,25.96,6.76,31.2,High Risk,1
127,2.031496063,Brahmanbaria,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,258,35,20.0,80,90,1184.34,28.060081967213115,39.2,14.82,43,2.309754098360656,6.61,0.12,2022,24.38,6.49,42.21,High Risk,1
0,#DIV/0!,Chandpur,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,897.09,28.29688524590164,38.75,16.37,34,2.7896721311475408,6.68,0.12,2022,22.38,6.56,31.7,High Risk,1
46,0.6304347826,Chapai Nawabganj,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,29,35,20.0,80,90,342.22,30.54688524590164,43.86,15.18,96,2.443032786885246,6.23,0.03,2022,28.68,6.2,11.2,High Risk,1
0,#DIV/0!,Chattogram,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1205.62,27.631311475409834,36.72,15.16,4,2.856229508196721,6.45,0.12,2022,21.56,6.33,43.63,Moderate Risk,0
17,5.058823529,Chuadanga,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,86,35,20.0,80,90,392.57,29.830081967213115,44.7,14.82,79,2.6054918032786887,6.9,0.06,2022,29.88,6.84,13.16,High Risk,1
0,#DIV/0!,Coxsbazar,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1987.35,27.71319672131148,31.21,19.08,0,3.1152459016393443,6.25,0.16,2022,12.13,6.09,71.71,Low Risk,0
0,#DIV/0!,Cumilla,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1026.98,27.60254098360656,38.63,14.34,31,2.4385245901639343,6.32,0.11,2022,24.29,6.21,37.2,High Risk,1
0,#DIV/0!,Dhaka,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,0.09,2022,25.43,6.21,36.58,High Risk,1
107,2.644859813,Dinajpur,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,283,35,20.0,80,90,907.84,28.486147540983605,40.66,13.08,52,2.130573770491804,6.43,0.08,2022,27.58,6.35,31.87,High Risk,1
0,#DIV/0!,Faridpur,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,736.76,28.934262295081968,41.82,16.16,51,2.5120491803278693,6.07,0.04,2022,25.66,6.03,25.46,High Risk,1
0,#DIV/0!,Feni,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1134.36,27.39,36.32,14.02,10,2.403688524590164,6.22,0.12,2022,22.3,6.1,41.41,Moderate Risk,0
0,#DIV/0!,Gaibandha,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,1278.22,28.15696721311476,38.88,14.97,37,2.281475409836065,6.66,0.04,2022,23.91,6.62,45.39,High Risk,1
72,1.402777778,Gazipur,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,101,35,20.0,80,90,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,0.09,2022,25.43,6.21,36.58,High Risk,1
0,#DIV/0!,Gopalganj,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,668.3100000000001,28.977213114754097,42.19,15.6,56,2.5653278688524592,6.27,0.08,2022,26.59,6.19,23.06,High Risk,1
