station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,min_feel,avg_feel,max_feel,max_wind_speed_kts,max_wind_gust_kts,srad_mj,climo_high_f,climo_low_f,climo_precip_in,lat,lon
CAMI4,2016-03-24,35.8304,20.5,27.8456,17.966888,0.08,11.105202,351.86813,56.01,85.39375,100.0,,,,,,32.2428,32.30675,,48.9,26.7,0.06,42.9269,-95.5391
CAMI4,2016-03-25,47.336,11.93,35.90518,12.031601,0.0,8.208869,156.60243,74.28,83.49375,99.3,,,,,,19.5358,19.574547,,49.4,27.0,0.06,42.9269,-95.5391
CAMI4,2016-03-26,39.7688,32.8802,39.1442,33.089,0.33,6.449687,0.18155532,83.7,97.2625,100.0,,,,,,19.6328,19.67174,,49.9,27.4,0.06,42.9269,-95.5391
CAMI4,2016-03-27,45.3542,26.4668,33.422,24.410032,0.0,8.40131,297.19992,45.62,80.61042,100.0,,,,,,19.0508,19.088583,,50.4,27.7,0.07,42.9269,-95.5391
CAMI4,2016-03-28,62.762,24.2762,39.494167,22.525442,0.0,7.2972035,130.81235,38.42,65.35625,94.4,,,,,,20.3118,20.352087,,50.9,28.1,0.07,42.9269,-95.5391
CAMI4,2016-03-29,60.602,36.0482,42.41753,32.705254,0.03,10.8175125,133.88838,40.49,65.862915,90.0,,,,,,28.5568,28.613438,,51.4,28.4,0.08,42.9269,-95.5391
CAMI4,2016-03-30,56.714,42.9944,51.78108,40.152454,0.15,8.420748,51.66433,70.81,91.68375,100.0,,,,,,19.8268,19.866123,,51.9,28.8,0.08,42.9269,-95.5391
CAMI4,2016-03-31,50.648,35.7566,43.6928,35.8898,0.74,8.562651,310.8755,69.58,93.50166,100.0,,,,,,18.7598,18.797009,,52.4,29.1,0.08,42.9269,-95.5391
CAMI4,2016-04-01,40.4132,29.7824,39.188507,23.799,0.02,12.817732,306.52963,64.32,82.377914,99.9,,,,,,26.7138,26.766785,,52.9,29.5,0.08,42.9269,-95.5391
CAMI4,2016-04-02,46.0994,29.7824,30.640701,15.106705,0.0,12.778855,289.83667,40.97,62.919582,86.6,,,,,,27.9748,28.030285,,53.3,29.8,0.08,42.9269,-95.5391
CAMI4,2016-04-03,76.19,33.3302,45.291756,28.581951,0.0,12.388142,262.39685,29.6,54.857082,82.5,,,,,,28.6538,28.71063,,53.8,30.1,0.08,42.9269,-95.5391
CAMI4,2016-04-04,51.17,27.7412,32.656292,23.93834,0.0,6.9784136,347.35803,41.33,64.15667,86.1,,,,,,16.0632,16.095058,,54.3,30.4,0.09,42.9269,-95.5391
CAMI4,2016-04-05,60.332,32.2268,42.605984,25.50841,0.08,12.084901,142.56322,47.64,70.51875,87.1,,,,,,27.1018,27.155552,,54.7,30.8,0.09,42.9269,-95.5391
CAMI4,2016-04-06,49.604,33.224,43.760677,31.422834,0.02,15.008449,292.5695,72.22,86.36916,99.0,,,,,,29.6238,29.682554,,55.2,31.1,0.1,42.9269,-95.5391
CAMI4,2016-04-07,45.7196,28.8716,38.80818,25.831945,0.0,12.833282,299.71225,65.26,80.9925,99.4,,,,,,30.2058,30.265709,,55.6,31.4,0.1,42.9269,-95.5391
CAMI4,2016-04-08,42.9026,20.516,28.595263,6.9343996,0.0,12.918812,315.77795,24.03,59.669582,91.2,,,,,,30.9818,31.04325,,56.0,31.7,0.09,42.9269,-95.5391
CAMI4,2016-04-09,51.89,15.116,24.035362,10.871478,0.0,11.9080105,137.92432,23.13,49.312084,83.0,,,,,,26.9078,26.961168,,56.4,32.1,0.1,42.9269,-95.5391
CAMI4,2016-04-10,59.612,34.2284,43.691113,23.220974,0.01,10.360708,302.31485,38.01,59.9975,78.92,,,,,,24.2888,24.336975,,56.9,32.4,0.1,42.9269,-95.5391
CAMI4,2016-04-11,46.562,21.0452,26.436516,13.228474,0.0,9.542348,304.33344,32.19,55.245,85.2,,,,,,26.3258,26.378012,,57.3,32.7,0.1,42.9269,-95.5391
CAMI4,2016-04-12,65.354,20.408,33.095383,12.440163,0.0,8.597639,160.3139,29.18,45.237083,73.11,,,,,,20.0208,20.060507,,57.7,33.1,0.1,42.9269,-95.5391
CAMI4,2016-04-13,75.308,41.0864,44.70026,28.36025,0.0,8.61902,177.23808,32.82,43.57375,62.34,,,,,,21.2818,21.324009,,58.1,33.4,0.11,42.9269,-95.5391
CAMI4,2016-04-14,74.696,46.526,51.38538,34.63718,0.0,10.73587,158.24606,29.3,50.714584,79.37,,,,,,23.4158,23.462242,,58.5,33.7,0.1,42.9269,-95.5391
CAMI4,2016-04-15,76.676,48.83,53.317547,35.789776,0.0,14.691603,146.08304,35.78,52.750416,66.65,,,,,,28.6538,28.71063,,58.9,34.1,0.11,42.9269,-95.5391
CAMI4,2016-04-16,74.642,54.23,55.33218,50.838013,0.0,10.807794,139.02023,49.03,65.760414,86.6,,,,,,26.0348,26.086437,,59.2,34.4,0.1,42.9269,-95.5391
CAMI4,2016-04-17,76.946,54.932,56.529144,49.000893,0.0,10.529822,139.83136,45.8,63.680832,87.5,,,,,,24.6768,24.725742,,59.6,34.8,0.11,42.9269,-95.5391
CAMI4,2016-04-18,64.292,44.429,61.16,46.2902,0.7,7.917291,117.25517,68.15,95.82917,100.0,,,,,,18.0032,18.038906,,60.0,35.1,0.11,42.9269,-95.5391
CAMI4,2016-04-19,58.622,40.4492,53.882225,40.7948,0.0,5.6391025,291.342,83.9,96.8625,100.0,,,,,,14.98844,15.0181675,,60.4,35.5,0.11,42.9269,-95.5391
CAMI4,2016-04-20,53.6,44.393,53.492,44.7872,0.97,9.501528,45.89259,99.0,99.925,100.0,,,,,,23.9008,23.948204,,60.7,35.9,0.12,42.9269,-95.5391
CAMI4,2016-04-21,66.146,48.326,57.96768,48.452,0.07,9.15358,356.24353,67.71,91.80583,100.0,,,,,,20.5058,20.546469,,61.1,36.2,0.11,42.9269,-95.5391
CAMI4,2016-04-22,64.922,43.538,50.21538,42.115185,0.0,5.522472,12.905526,46.75,79.17292,96.6,,,,,,13.82444,13.851858,,61.5,36.6,0.12,42.9269,-95.5391
CAMI4,2016-04-23,75.542,42.6668,56.19365,41.96175,0.0,11.210171,150.15678,49.41,74.902916,100.0,,,,,,24.8708,24.920128,,61.8,37.0,0.12,42.9269,-95.5391
CAMI4,2016-04-24,72.392,54.86,64.79596,51.777943,0.98,10.380147,149.67484,70.29,85.2725,99.1,,,,,,22.4458,22.490318,,62.2,37.4,0.12,42.9269,-95.5391
CAMI4,2016-04-25,58.082,43.7576,55.82361,45.54268,0.0,9.400448,243.77672,84.2,95.14167,100.0,,,,,,20.1178,20.1577,,62.6,37.8,0.12,42.9269,-95.5391
CAMI4,2016-04-26,57.794,40.1756,55.00267,40.8902,0.0,10.574532,48.167248,87.4,95.53333,100.0,,,,,,23.3188,23.365051,,62.9,38.2,0.12,42.9269,-95.5391
CAMI4,2016-04-27,49.658,39.4682,47.64956,38.198666,1.64,18.524868,70.30197,92.7,98.75833,100.0,,,,,,35.3468,35.416904,,63.3,38.6,0.12,42.9269,-95.5391
CAMI4,2016-04-28,43.2284,38.5592,41.741783,38.714302,0.09,9.552068,19.755703,92.5,97.725,100.0,,,,,,19.3418,19.380161,,63.7,39.0,0.12,42.9269,-95.5391
CAMI4,2016-04-29,46.2452,38.8472,43.16759,38.912373,0.0,8.793967,57.459846,85.9,93.975,100.0,,,,,,17.3242,17.35856,,64.0,39.4,0.12,42.9269,-95.5391
CAMI4,2016-04-30,45.2084,40.9946,44.369007,40.830135,0.75,19.049707,56.131966,90.7,97.44583,100.0,,,,,,34.4738,34.54217,,64.4,39.8,0.12,42.9269,-95.5391
CAMI4,2016-05-01,53.384,39.902,46.07036,39.9323,0.07,10.463732,21.364227,73.46,91.20583,100.0,,,,,,22.5428,22.58751,,64.8,40.3,0.13,42.9269,-95.5391
CAMI4,2016-05-02,63.374,35.6468,45.982414,35.044098,0.0,2.2315373,293.85287,43.64,71.237915,98.7,,,,,,10.81938,10.840838,,65.1,40.7,0.12,42.9269,-95.5391
CAMI4,2016-05-03,67.28,38.9048,52.731247,36.581535,0.0,8.722044,276.63702,45.4,67.06834,92.7,,,,,,23.2218,23.267859,,65.5,41.1,0.13,42.9269,-95.5391
CAMI4,2016-05-04,68.9,43.9736,44.106197,35.28048,0.0,9.340188,336.31488,31.21,54.699165,73.91,,,,,,20.6028,20.643661,,65.9,41.6,0.13,42.9269,-95.5391
CAMI4,2016-05-05,77.846,38.3396,48.409615,33.94835,0.0,2.96048,214.36687,25.42,51.082085,86.6,,,,,,11.30244,11.324858,,66.2,42.0,0.12,42.9269,-95.5391
CAMI4,2016-05-06,88.286,50.684,56.578365,41.734066,0.0,9.596776,222.98836,26.97,48.888332,74.52,,,,,,26.9078,26.961168,,66.6,42.4,0.11,42.9269,-95.5391
CAMI4,2016-05-07,65.822,47.894,53.02267,37.391712,0.07,8.626797,19.289913,38.84,61.801666,85.1,,,,,,26.9078,26.961168,,67.0,42.9,0.12,42.9269,-95.5391
CAMI4,2016-05-08,72.698,46.634,46.365696,39.448353,0.05,10.953583,108.741646,33.85,56.895,91.3,,,,,,25.0648,25.114511,,67.4,43.3,0.13,42.9269,-95.5391
CAMI4,2016-05-09,63.788,52.61,60.833694,43.475784,1.13,12.794405,98.203415,55.51,95.06917,100.0,,,,,,28.7508,28.807823,,67.7,43.8,0.12,42.9269,-95.5391
CAMI4,2016-05-10,73.328,53.708,64.05129,53.49393,0.03,6.9861884,98.82308,70.69,92.270836,100.0,,,,,,14.89144,14.920976,,68.1,44.2,0.13,42.9269,-95.5391
CAMI4,2016-05-11,65.084,48.128,60.87268,46.758804,0.56,7.1358643,333.56345,64.04,91.77292,100.0,,,,,,18.1778,18.213852,,68.5,44.7,0.13,42.9269,-95.5391
CAMI4,2016-05-12,60.386,43.484,49.07089,43.021164,0.0,9.690081,280.1414,64.37,82.57833,97.9,,,,,,24.6768,24.725742,,68.9,45.1,0.13,42.9269,-95.5391
CAMI4,2016-05-13,50.162,38.9588,46.157604,32.85083,0.03,11.320969,327.66138,70.67,84.74375,99.7,,,,,,26.7138,26.766785,,69.3,45.6,0.14,42.9269,-95.5391
CAMI4,2016-05-14,56.246,32.6984,39.414555,29.815836,0.0,12.096564,301.03134,46.87,69.29417,91.3,,,,,,28.7508,28.807823,,69.7,46.1,0.15,42.9269,-95.5391
CAMI4,2016-05-15,67.1,36.1562,41.435177,31.090681,0.0,5.884027,264.68344,29.87,59.604584,95.8,,,,,,19.3418,19.380161,,70.1,46.5,0.14,42.9269,-95.5391
CAMI4,2016-05-16,66.452,38.4512,47.401463,34.996895,0.0,4.1792727,224.85548,32.11,64.002914,86.4,,,,,,15.27944,15.309745,,70.5,47.0,0.15,42.9269,-95.5391
CAMI4,2016-05-17,66.758,43.2104,46.206036,33.991894,0.0,6.6984997,36.21264,31.34,59.592083,93.4,,,,,,19.2448,19.28297,,70.9,47.4,0.14,42.9269,-95.5391
CAMI4,2016-05-18,70.844,38.8292,40.133347,32.228973,0.0,3.9635053,98.74348,26.43,47.899166,77.37,,,,,,12.46644,12.491166,,71.3,47.9,0.14,42.9269,-95.5391
CAMI4,2016-05-19,70.664,46.652,50.142574,35.07505,0.0,6.2086496,165.02977,40.19,61.314167,88.5,,,,,,18.4688,18.505432,,71.7,48.3,0.15,42.9269,-95.5391
CAMI4,2016-05-20,68.63,43.6478,49.79075,40.764698,0.0,4.9354296,152.84706,50.46,66.97583,89.1,,,,,,16.1602,16.192251,,72.1,48.8,0.15,42.9269,-95.5391
CAMI4,2016-05-21,76.334,42.7928,48.364254,39.107777,0.0,5.184242,141.57063,27.97,54.576668,91.2,,,,,,17.4212,17.455751,,72.5,49.2,0.15,42.9269,-95.5391
CAMI4,2016-05-22,83.678,48.884,59.035187,42.72264,0.0,10.912761,157.35243,38.92,56.295834,79.92,,,,,,22.3488,22.393127,,72.8,49.6,0.15,42.9269,-95.5391
CAMI4,2016-05-23,74.426,60.818,68.42815,54.201515,0.56,8.379928,155.14354,60.82,88.986664,100.0,,,,,,19.3418,19.380161,,73.2,50.1,0.14,42.9269,-95.5391
CAMI4,2016-05-24,83.138,56.642,68.93456,57.06615,0.01,4.569986,160.50473,42.96,82.47583,100.0,,,,,,11.10844,11.130471,,73.6,50.5,0.14,42.9269,-95.5391
CAMI4,2016-05-25,81.032,62.7,66.79714,61.848255,0.47,6.997852,154.42577,55.66,81.15542,98.9,,,,,,23.9978,24.045397,,74.0,50.9,0.15,42.9269,-95.5391
CAMI4,2016-05-26,78.71,55.526,65.0502,55.11018,0.16,3.9790561,161.78511,51.41,81.44542,100.0,,,,,,24.4828,24.531359,,74.4,51.3,0.14,42.9269,-95.5391
CAMI4,2016-05-27,78.638,57.398,63.78702,56.74209,0.01,3.6466582,128.59229,53.95,80.30542,99.5,,,,,,11.88444,11.9080105,,74.8,51.7,0.14,42.9269,-95.5391
CAMI4,2016-05-28,74.372,60.026,64.79538,57.553425,0.29,5.884027,234.77821,64.77,89.56208,100.0,,,,,,22.1548,22.198742,,75.2,52.1,0.15,42.9269,-95.5391
CAMI4,2016-05-29,79.754,54.248,64.40181,47.803852,0.0,6.7140503,261.99786,40.58,72.99625,100.0,,,,,,17.7122,17.74733,,75.6,52.5,0.15,42.9269,-95.5391
CAMI4,2016-05-30,85.262,58.352,66.53298,51.754993,0.1,7.6548724,140.02707,35.33,64.61375,91.8,,,,,,21.0878,21.129625,,75.9,52.9,0.15,42.9269,-95.5391
CAMI4,2016-05-31,74.48,57.29,63.150936,47.145622,0.1,6.8481755,247.63507,41.68,77.197914,100.0,,,,,,17.8092,17.844522,,76.3,53.3,0.16,42.9269,-95.5391
CAMI4,2016-06-01,73.778,53.042,52.893726,47.2287,0.0,10.489002,271.30634,43.52,65.47708,88.3,,,,,,24.4828,24.531359,,76.7,53.7,0.16,42.9269,-95.5391
CAMI4,2016-06-02,81.626,46.706,58.841724,44.226334,0.0,3.448386,158.64424,41.72,59.63,91.6,,,,,,12.75744,12.782743,,77.0,54.1,0.16,42.9269,-95.5391
CAMI4,2016-06-03,79.124,54.554,67.11487,53.20342,0.06,5.462212,195.17093,42.18,76.115,97.6,,,,,,21.1848,21.226818,,77.4,54.4,0.17,42.9269,-95.5391
CAMI4,2016-06-04,71.654,52.484,61.38972,52.065792,0.0,10.475395,297.70346,67.06,82.67167,98.6,,,,,,25.6468,25.697668,,77.7,54.8,0.18,42.9269,-95.5391
CAMI4,2016-06-05,86.828,54.014,57.782757,43.049213,0.0,11.350127,282.57166,27.95,57.536667,98.5,,,,,,34.2798,34.34779,,78.1,55.1,0.17,42.9269,-95.5391
CAMI4,2016-06-06,76.712,53.186,50.34625,44.294037,0.0,11.095483,309.79816,35.02,54.262085,77.14,,,,,,27.6838,27.738708,,78.4,55.5,0.17,42.9269,-95.5391
CAMI4,2016-06-07,77.072,48.128,50.24413,42.627426,0.0,4.7293816,314.25116,32.99,55.735832,92.2,,,,,,13.53344,13.560281,,78.7,55.8,0.17,42.9269,-95.5391
CAMI4,2016-06-08,90.176,55.148,62.78493,43.427647,0.0,8.910598,134.11752,36.54,51.354168,72.08,,,,,,18.2748,18.311047,,79.0,56.1,0.18,42.9269,-95.5391
CAMI4,2016-06-09,92.678,67.838,68.61821,60.598427,0.0,8.030035,176.77391,41.16,58.568333,83.0,,,,,,16.9362,16.96979,,79.3,56.5,0.17,42.9269,-95.5391
CAMI4,2016-06-10,96.746,73.148,73.07822,63.578407,0.01,7.9017415,190.062,37.84,58.391666,77.5,,,,,,26.2288,26.280823,,79.6,56.8,0.18,42.9269,-95.5391
CAMI4,2016-06-11,98.348,70.142,73.00155,66.57641,0.0,4.4786253,176.11679,39.81,64.36833,92.2,,,,,,14.79444,14.823783,,79.9,57.1,0.17,42.9269,-95.5391
CAMI4,2016-06-12,95.576,72.482,71.86549,65.07522,0.0,5.89569,172.95282,39.58,60.477917,85.0,,,,,,18.3718,18.40824,,80.2,57.4,0.18,42.9269,-95.5391
CAMI4,2016-06-13,85.424,69.386,71.73518,63.979122,0.0,6.076468,14.830218,51.23,71.778336,86.2,,,,,,19.3418,19.380161,,80.5,57.6,0.18,42.9269,-95.5391
CAMI4,2016-06-14,84.272,64.076,74.24118,63.948044,0.53,5.74407,128.39804,66.51,91.54,100.0,,,,,,33.7948,33.861828,,80.8,57.9,0.18,42.9269,-95.5391
CAMI4,2016-06-15,86.954,62.258,70.78391,62.582,0.0,6.053142,303.77496,47.79,77.95417,100.0,,,,,,14.60044,14.629397,,81.0,58.2,0.18,42.9269,-95.5391
CAMI4,2016-06-16,88.034,59.594,69.60684,59.702,0.0,7.979495,95.076805,51.05,74.33708,100.0,,,,,,17.6152,17.650137,,81.3,58.4,0.18,42.9269,-95.5391
CAMI4,2016-06-17,92.228,67.1,75.14216,60.465202,0.27,11.585333,98.12168,55.17,76.01417,94.5,,,,,,37.6748,37.749523,,81.5,58.7,0.18,42.9269,-95.5391
CAMI4,2016-06-18,84.092,65.102,71.94634,61.002068,0.01,3.7360756,111.25511,53.43,77.666664,95.3,,,,,,14.60044,14.629397,,81.7,58.9,0.17,42.9269,-95.5391
CAMI4,2016-06-19,89.852,66.416,73.06807,63.06426,0.0,7.1708536,177.71373,52.47,71.13958,89.6,,,,,,19.9238,19.963318,,81.9,59.2,0.17,42.9269,-95.5391
CAMI4,2016-06-20,83.12,65.966,72.964134,48.978107,0.0,6.428304,340.27713,32.64,53.90875,85.3,,,,,,16.2572,16.289444,,82.2,59.4,0.18,42.9269,-95.5391
CAMI4,2016-06-21,86.99,57.434,64.40073,47.94773,0.0,4.7118874,108.10348,30.86,55.480415,90.8,,,,,,12.95144,12.977128,,82.4,59.6,0.17,42.9269,-95.5391
CAMI4,2016-06-22,91.292,63.968,73.58199,55.96068,0.0,9.147748,36.304337,49.9,70.3275,96.3,,,,,,26.3258,26.378012,,82.6,59.8,0.18,42.9269,-95.5391
CAMI4,2016-06-23,79.592,56.066,62.896477,55.17759,0.0,5.473875,344.3475,51.99,71.68875,95.9,,,,,,15.18244,15.212552,,82.7,60.0,0.17,42.9269,-95.5391
CAMI4,2016-06-24,86.396,59.216,74.24064,58.436676,0.0,7.1941795,135.75842,53.79,77.0225,97.8,,,,,,15.6752,15.706288,,82.9,60.2,0.18,42.9269,-95.5391
CAMI4,2016-06-25,88.556,65.624,73.92563,66.63385,0.0,7.5518484,191.76686,57.38,78.05666,95.4,,,,,,21.3788,21.421204,,83.1,60.4,0.17,42.9269,-95.5391
CAMI4,2016-06-26,88.034,59.252,66.32303,49.10163,0.0,4.187048,255.46857,31.72,61.73375,96.1,,,,,,13.82444,13.851858,,83.2,60.6,0.18,42.9269,-95.5391
CAMI4,2016-06-27,82.886,61.286,62.754864,57.104725,0.0,4.6516275,352.34683,43.08,63.329166,77.64,,,,,,17.2272,17.261368,,83.4,60.7,0.17,42.9269,-95.5391
CAMI4,2016-06-28,80.942,55.724,63.15489,55.0627,0.0,2.7155552,347.3905,48.5,71.346664,96.7,,,,,,9.94638,9.966107,,83.5,60.9,0.17,42.9269,-95.5391
CAMI4,2016-06-29,79.88,60.926,70.885925,58.351124,0.93,4.9645867,120.64311,71.76,87.90459,100.0,,,,,,14.50344,14.532206,,83.6,61.0,0.17,42.9269,-95.5391
CAMI4,2016-06-30,78.962,54.68,70.695305,51.56971,0.04,4.52139,353.58786,55.6,81.73917,100.0,,,,,,15.8692,15.900675,,83.8,61.2,0.16,42.9269,-95.5391
CAMI4,2016-07-01,76.046,51.998,62.320522,50.940315,0.0,3.1704156,45.381073,47.57,75.04208,95.8,,,,,,11.20544,11.227665,,83.9,61.3,0.13,42.9269,-95.5391
CAMI4,2016-07-02,73.706,56.498,61.944378,56.37727,0.0,4.8557315,136.09526,59.05,80.01458,94.6,,,,,,13.63044,13.6574745,,84.0,61.4,0.13,42.9269,-95.5391
CAMI4,2016-07-03,76.01,51.134,61.87193,51.206,0.0,4.8965526,99.34352,53.18,76.65,100.0,,,,,,12.75744,12.782743,,84.1,61.5,0.14,42.9269,-95.5391
CAMI4,2016-07-04,76.172,62.798,68.858246,60.592583,0.0,4.0373716,181.62332,75.84,87.32042,96.4,,,,,,12.56344,12.588358,,84.1,61.7,0.12,42.9269,-95.5391
CAMI4,2016-07-05,88.97,61.7,79.01561,61.988,0.0,4.764371,164.89188,68.41,88.401665,100.0,,,,,,14.89144,14.920976,,84.2,61.8,0.13,42.9269,-95.5391
CAMI4,2016-07-06,84.182,62.636,72.93843,62.798,0.33,4.6088634,60.959293,61.2,84.527084,100.0,,,,,,21.5728,21.615587,,84.3,61.9,0.12,42.9269,-95.5391
CAMI4,2016-07-07,82.49,63.68,73.41293,64.13,0.15,4.0704174,224.66457,69.41,91.90125,100.0,,,,,,14.50344,14.532206,,84.3,61.9,0.12,42.9269,-95.5391
CAMI4,2016-07-08,79.844,60.224,69.77478,60.494,0.0,4.255082,284.47504,58.15,81.08125,100.0,,,,,,13.33944,13.365896,,84.4,62.0,0.12,42.9269,-95.5391
CAMI4,2016-07-09,82.832,57.704,71.50091,57.992,0.0,4.610807,125.26456,64.02,80.96291,100.0,,,,,,12.17544,12.199589,,84.4,62.1,0.12,42.9269,-95.5391
CAMI4,2016-07-10,82.202,64.49,76.926895,64.12628,0.15,8.226363,130.44312,78.68,89.595,100.0,,,,,,18.4688,18.505432,,84.5,62.2,0.11,42.9269,-95.5391
CAMI4,2016-07-11,88.142,68.072,80.27928,64.99628,0.67,8.407141,165.84941,68.6,84.52375,96.8,,,,,,18.4688,18.505432,,84.5,62.2,0.11,42.9269,-95.5391
CAMI4,2016-07-12,82.094,60.188,73.788994,59.186516,0.0,3.57668,227.08894,57.13,81.059586,100.0,,,,,,12.46644,12.491166,,84.5,62.3,0.1,42.9269,-95.5391
CAMI4,2016-07-13,81.104,63.086,73.70415,62.928844,0.05,4.4805694,229.63376,60.56,85.35167,100.0,,,,,,15.08544,15.115359,,84.5,62.3,0.1,42.9269,-95.5391
CAMI4,2016-07-14,79.268,57.4,65.94957,55.22232,0.0,4.756595,293.4387,57.94,79.835,99.8,,,,,,14.89144,14.920976,,84.6,62.3,0.11,42.9269,-95.5391
CAMI4,2016-07-15,76.496,49.514,64.00476,49.658,0.0,1.3004341,2.4317756,57.56,82.245,100.0,,,,,,6.64838,6.6615663,,84.6,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-16,79.574,52.862,71.48636,53.078,0.0,4.5388846,144.51685,71.88,85.597084,100.0,,,,,,14.89144,14.920976,,84.6,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-17,85.316,61.808,75.665016,61.898,0.44,3.2365065,174.30214,73.8,90.89917,100.0,,,,,,25.9378,25.989244,,84.5,62.4,0.09,42.9269,-95.5391
CAMI4,2016-07-18,83.3,59.216,76.781395,59.432,0.0,2.4045398,97.58071,72.86,87.915,100.0,,,,,,8.58838,8.605413,,84.5,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-19,81.086,67.982,75.71067,67.863144,1.87,5.6507654,145.33232,79.77,92.73458,100.0,,,,,,15.27944,15.309745,,84.5,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-20,90.734,71.546,82.01764,71.54066,0.0,6.7801404,168.62273,73.68,88.1,99.8,,,,,,15.08544,15.115359,,84.5,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-21,92.498,75.758,83.85342,73.30925,0.0,3.8702009,185.08525,70.75,85.628334,100.0,,,,,,11.98144,12.005204,,84.4,62.4,0.1,42.9269,-95.5391
CAMI4,2016-07-22,91.526,75.956,84.88598,76.064,0.0,3.1295948,80.36323,74.26,91.815,100.0,,,,,,8.20038,8.216645,,84.4,62.4,0.11,42.9269,-95.5391
CAMI4,2016-07-23,86.828,75.272,80.18308,75.0039,0.22,3.9946072,151.38544,77.64,93.06,100.0,,,,,,12.56344,12.588358,,84.4,62.3,0.11,42.9269,-95.5391
CAMI4,2016-07-24,83.498,67.2,77.792,63.842,0.0,2.630026,314.98392,62.73,83.473335,100.0,,,,,,10.62538,10.646455,,84.3,62.3,0.1,42.9269,-95.5391
CAMI4,2016-07-25,87.476,57.578,77.05399,57.83,0.0,0.79892147,220.69028,48.79,80.08125,100.0,,,,,,6.35932,6.3719335,,84.3,62.3,0.11,42.9269,-95.5391
CAMI4,2016-07-26,85.478,59.936,74.07793,60.098,0.0,2.1518395,179.15575,59.99,82.32792,100.0,,,,,,8.97638,8.994183,,84.2,62.2,0.11,42.9269,-95.5391
CAMI4,2016-07-27,86.072,64.67,75.33178,65.22274,0.0,2.5697665,253.8037,65.34,87.465,100.0,,,,,,8.87938,8.896992,,84.1,62.2,0.11,42.9269,-95.5391
CAMI4,2016-07-28,77.396,57.884,67.927315,58.046,0.0,2.3714943,1.0089246,70.53,89.01583,100.0,,,,,,10.23738,10.257685,,84.1,62.1,0.1,42.9269,-95.5391
CAMI4,2016-07-29,77.63,55.724,67.110016,55.868,0.0,2.1498954,17.969894,60.62,86.59375,100.0,,,,,,8.97638,8.994183,,84.0,62.0,0.1,42.9269,-95.5391
CAMI4,2016-07-30,80.834,53.528,68.598404,53.726,0.0,1.14687,138.29935,55.48,80.214584,100.0,,,,,,10.62538,10.646455,,83.9,62.0,0.1,42.9269,-95.5391
CAMI4,2016-07-31,83.642,60.044,74.57357,60.206,0.0,3.9712808,136.05429,74.99,89.49208,100.0,,,,,,11.49644,11.519241,,83.8,61.9,0.1,42.9269,-95.5391
CAMI4,2016-08-01,79.088,66.848,72.59293,66.95996,0.02,3.8876953,132.23155,76.21,92.90041,100.0,,,,,,12.75744,12.782743,13.21,83.7,61.8,0.12,42.9269,-95.5391
CAMI4,2016-08-02,84.974,66.65,77.885185,66.722,0.0,1.7961154,138.61765,67.13,89.284164,100.0,,,,,,8.58838,8.605413,21.34,83.6,61.7,0.12,42.9269,-95.5391
CAMI4,2016-08-03,85.946,64.868,76.57528,65.39,0.0,3.5611289,150.09003,71.63,88.65041,100.0,,,,,,12.07844,12.102395,23.35,83.6,61.6,0.13,42.9269,-95.5391
CAMI4,2016-08-04,86.702,59.504,79.66497,59.972027,0.0,3.265664,216.48102,67.99,88.10125,100.0,,,,,,10.72238,10.743646,16.63,83.5,61.5,0.14,42.9269,-95.5391
CAMI4,2016-08-05,79.268,53.6,65.31638,53.834,0.0,1.86415,337.94916,57.84,81.167915,100.0,,,,,,8.39438,8.411029,23.22,83.4,61.4,0.13,42.9269,-95.5391
CAMI4,2016-08-06,81.5,50.918,66.259026,51.044,0.0,1.2596134,11.321204,54.58,78.99,100.0,,,,,,7.52138,7.5362983,24.62,83.2,61.3,0.13,42.9269,-95.5391
CAMI4,2016-08-07,80.258,57.56,67.008766,58.52126,0.0,1.0244079,84.979675,60.51,82.32042,98.1,,,,,,6.55138,6.5643744,17.11,83.1,61.1,0.13,42.9269,-95.5391
CAMI4,2016-08-08,79.34,54.536,69.52557,54.77,0.0,3.0129638,148.88884,62.54,85.940834,100.0,,,,,,10.81938,10.840838,21.15,83.0,61.0,0.14,42.9269,-95.5391
CAMI4,2016-08-09,86.612,64.184,76.36754,64.346,0.0,3.2384503,173.26234,65.42,89.07333,100.0,,,,,,8.68538,8.702607,21.43,82.9,60.9,0.14,42.9269,-95.5391
CAMI4,2016-08-10,90.104,71.042,81.06156,70.57341,0.0,4.9315414,151.36691,70.68,87.2425,100.0,,,,,,13.82444,13.851858,21.34,82.8,60.7,0.14,42.9269,-95.5391
CAMI4,2016-08-11,83.318,64.454,77.607285,65.048,1.96,3.4892068,141.4458,82.1,97.441666,100.0,,,,,,17.3242,17.35856,7.968,82.7,60.6,0.14,42.9269,-95.5391
